Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
3895,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,0
3896,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,0
3897,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,0
3898,9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,1
3899,7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,1
3900,6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,1
3901,7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,1
3902,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,1
3903,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,1
3904,9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,1
3905,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,1
3906,7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,1
3907,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1
3908,7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,1
3909,9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,1
3910,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,1
3911,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,1
3912,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,1
3913,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,1
3914,10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,1
3915,7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,1
3916,7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,1
3917,11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,1
3918,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,1
3919,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,1
3920,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1
3921,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,1
3922,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,1
3923,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1
3924,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,1
3925,7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,1
3926,6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,1
3927,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,1
3928,7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,1
3929,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,1
3930,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,1
3931,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,1
3932,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,1
3933,5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,1
3934,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,1
3935,7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,1
3936,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,1
3937,7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,1
3938,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,1
3939,12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,1
3940,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,1
3941,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,1
3942,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1
3943,7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,1
3944,7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,1
3945,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,1
3946,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1
3947,6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,1
3948,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,1
3949,7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,1
3950,8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,1
3951,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,1
3952,12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,1
3953,7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,1
3954,9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,1
3955,11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,1
3956,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,1
3957,8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,1
3958,9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,1
3959,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,1
3960,6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,1
3961,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,1
3962,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,1
3963,7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,1
3964,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,1
3965,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,1
3966,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,1
3967,6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,1
3968,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1
3969,13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,1
3970,7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,1
3971,12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,1
3972,12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,1
3973,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,1
3974,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,1
3975,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,1
3976,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,1
3977,11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,1
3978,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,1
3979,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,1
3980,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,1
3981,11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,1
3982,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,1
3983,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,1
3984,10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,1
3985,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,1
3986,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,1
3987,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,1
3988,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,1
3989,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,1
3990,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,1
3991,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,1
3992,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,1
3993,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,1
3994,6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,1
3995,7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,1
3996,7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,1
3997,10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,1
3998,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,1
3999,7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,1
4000,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,1
4001,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,1
4002,7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,1
4003,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,1
4004,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,1
4005,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,1
4006,8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,1
4007,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,1
4008,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,1
4009,7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,1
4010,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1
4011,6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,1
4012,8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,1
4013,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,1
4014,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1
4015,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1
4016,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,1
4017,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,1
4018,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,1
4019,6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,1
4020,10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,1
4021,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,1
4022,7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,1
4023,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,1
4024,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,1
4025,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,1
4026,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,1
4027,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,1
4028,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,1
4029,6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,1
4030,7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,1
4031,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1
4032,5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,1
4033,8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,1
4034,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,1
4035,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,1
4036,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,1
4037,6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,1
4038,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,1
4039,5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,1
4040,8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,1
4041,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,1
4042,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,1
4043,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,1
4044,7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,1
4045,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,1
4046,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,1
4047,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,1
4048,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,1
4049,6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,1
4050,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,1
4051,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,1
4052,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1
4053,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,1
4054,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,1
4055,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,1
4056,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,1
4057,7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,1
4058,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,1
4059,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,1
4060,8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,1
4061,8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,1
4062,6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,1
4063,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,1
4064,9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,1
4065,7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,1
4066,10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,1
4067,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,1
4068,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,1
4069,8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,1
4070,6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,1
4071,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,1
4072,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,1
4073,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,1
4074,7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,1
4075,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,1
4076,6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,1
4077,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,1
4078,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,1
4079,7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,1
4080,6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,1
4081,10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,1
4082,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,1
4083,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,1
4084,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,1
4085,9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,1
4086,5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,1
4087,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,1
4088,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,1
4089,7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,1
4090,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,1
4091,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,1
4092,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,1
4093,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,1
4094,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,1
4095,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,1
4096,4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,1
4097,7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,1
4098,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1
4099,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,1
4100,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,1
4101,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,1
4102,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,1
4103,11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,1
4104,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,1
4105,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,1
4106,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,1
4107,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,1
4108,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,1
4109,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,1
4110,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,1
4111,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,1
4112,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,1
4113,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,1
4114,6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,1
4115,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,1
4116,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,1
4117,7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,1
4118,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,1
4119,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,1
4120,8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,1
4121,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,1
4122,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,1
4123,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,1
4124,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,1
4125,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,1
4126,8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,1
4127,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1
4128,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,1
4129,7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,1
4130,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,1
4131,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,1
4132,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,1
4133,7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,1
4134,7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,1
4135,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,1
4136,11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,1
4137,7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,1
4138,7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,1
4139,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,1
4140,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,1
4141,7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,1
4142,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,1
4143,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,1
4144,6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,1
4145,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,1
4146,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,1
4147,7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,1
4148,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,1
4149,7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,1
4150,11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,1
4151,11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,1
4152,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1
4153,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,1
4154,8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,1
4155,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,1
4156,9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,1
4157,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,1
4158,7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,1
4159,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,1
4160,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,1
4161,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,1
4162,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,1
4163,7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,1
4164,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,1
4165,7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,1
4166,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,1
4167,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,1
4168,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,1
4169,4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,1
4170,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,1
4171,8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,1
4172,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,1
4173,10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,1
4174,7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,1
4175,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,1
4176,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1
4177,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,1
4178,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,1
4179,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,1
4180,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,1
4181,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,1
4182,6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,1
4183,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,1
4184,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,1
4185,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,1
4186,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,1
4187,8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,1
4188,9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,1
4189,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1
4190,8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,1
4191,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,1
4192,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,1
4193,6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,1
4194,7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,1
4195,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,1
4196,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,1
4197,7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,1
4198,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,1
4199,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,1
4200,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,1
4201,9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,1
4202,8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,1
