FIPS,% Diabetic,# HIV Cases,Infant Mortality Rate,Child Mortality Rate,% Food Insecure,% Limited Access,Household Income,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,Chlamydia Rate,Teen Birth Rate,PCP Ratio,Dentist Ratio,MHP Ratio
45001.0,13.4,46.0,17.6,91.835395985,17.4,14.516552031,36187.0,3.8,4.4,10.661199385,21.3,34.6,5.8,30.2,63.406381556,14.7,458.1,40.674902079,2282.0,8336.0,2084.0
45003.0,11.6,400.0,9.0,60.634456908,15.7,6.0280012765,43876.0,3.5,3.6,9.4912559618,18.9,31.2,7.1,25.7,67.821160657,14.0,351.3,44.091476533,2856.0,2606.0,933.0
45005.0,16.8,60.0,,,29.4,1.0228825263,25753.0,3.7,2.9,11.162255466,22.1,39.5,4.6,34.4,0.470294654,17.5,1061.3,82.524271845,1665.0,4920.0,1230.0
45007.0,12.0,268.0,7.9,68.125977217,14.7,11.031433758,41591.0,4.0,4.1,9.0708371665,20.6,33.5,6.8,29.9,65.667518143,9.5,540.8,51.544210972,1468.0,2612.0,709.0
45009.0,16.7,95.0,,92.691622103,24.8,6.6446561238,30762.0,4.7,3.4,11.884284597,17.4,40.6,5.0,32.8,40.020016263,8.8,742.2,31.244290152,3153.0,2204.0,3086.0
45011.0,13.6,110.0,9.7,57.025047155,22.9,0.8342794053,31899.0,4.2,4.2,11.542056075,20.8,38.5,6.0,29.9,37.726006808,9.1,549.3,57.524487979,3702.0,4424.0,1580.0
45013.0,9.2,347.0,5.9,49.70905582,13.0,8.7907418407,56354.0,2.7,2.9,8.5794380338,16.8,22.0,7.4,16.5,81.379250831,19.0,440.3,45.050596783,1556.0,1116.0,976.0
45015.0,12.8,263.0,8.1,54.495312853,14.8,7.3489002769,50794.0,4.0,3.9,8.4696392561,22.7,36.5,7.2,25.7,73.541269547,16.1,416.3,46.702617128,3217.0,3731.0,1437.0
45017.0,17.7,33.0,,,17.9,0.2243433461,40593.0,3.9,3.9,10.860121633,15.9,39.5,7.2,30.0,10.187808896,10.9,402.4,40.736270368,7455.0,3764.0,5018.0
45019.0,10.8,1547.0,9.0,59.808409198,16.5,5.6381489368,51206.0,2.9,3.2,9.4019062977,17.8,26.2,7.0,21.3,82.060997861,22.8,679.7,39.016816298,792.0,978.0,366.0
45021.0,12.6,64.0,13.0,75.598333149,18.9,5.2771061408,37726.0,4.2,4.4,11.569743798,28.2,33.0,6.5,33.0,63.660511004,10.7,903.7,68.638880793,2226.0,4657.0,2430.0
45023.0,14.0,68.0,8.8,66.97710021,20.9,9.2308675628,36523.0,4.0,5.8,11.016949153,23.1,37.2,5.6,28.1,44.831019916,15.2,725.1,70.541480378,4068.0,6516.0,4072.0
45025.0,13.3,79.0,13.7,94.772106145,20.2,6.78462539,33591.0,3.9,3.6,11.840082009,23.6,35.4,6.0,31.2,46.554970685,12.4,522.7,59.186824498,3074.0,3554.0,1444.0
45027.0,15.9,130.0,,75.153574696,22.3,2.24029898,30096.0,3.7,3.8,10.673112681,21.9,38.2,6.0,29.1,50.035743902,12.7,689.8,50.495404083,2454.0,3436.0,1374.0
45029.0,16.6,129.0,9.3,96.639106625,19.6,11.97603028,33817.0,4.4,4.1,10.394265233,24.1,38.2,5.6,31.8,42.669443587,10.5,841.3,66.062748564,1817.0,4199.0,1181.0
45031.0,15.4,203.0,11.1,89.532307506,19.6,5.5971042678,34209.0,5.1,3.9,12.940367761,23.6,34.1,6.3,32.8,69.867940187,9.5,720.6,58.366894298,2004.0,3576.0,971.0
45033.0,14.6,110.0,,59.497248252,25.0,6.4643639701,33696.0,5.1,4.1,13.105760439,21.1,39.8,5.0,36.7,54.862453995,9.5,989.0,76.65762879,1747.0,3904.0,1487.0
45035.0,9.9,239.0,6.0,41.212317754,13.8,5.0018113493,55193.0,3.9,3.8,9.0450310559,19.2,30.4,7.6,23.0,79.231811358,15.2,521.4,38.760628158,2591.0,1817.0,887.0
45037.0,12.8,108.0,,53.516478616,16.9,2.6305137914,44862.0,3.5,3.4,9.375,20.4,33.8,7.2,26.7,46.058921623,10.7,375.8,35.044247788,3764.0,4406.0,3305.0
45039.0,17.9,77.0,,94.153092929,22.3,7.3335701553,35531.0,3.2,3.8,11.629213483,15.6,40.6,5.5,30.6,33.916346635,11.3,646.3,49.828767123,2336.0,5777.0,1359.0
45041.0,13.7,619.0,11.9,95.048563876,19.1,9.4454463034,41028.0,3.9,3.5,12.382102166,21.1,36.9,6.0,28.0,57.271432224,12.3,739.4,51.19076113,1061.0,1708.0,688.0
45043.0,13.6,196.0,12.3,72.005449061,17.2,8.3789546733,41213.0,3.6,3.7,10.879828326,18.1,34.8,6.5,27.9,65.883174308,16.1,584.8,52.594724967,1770.0,2084.0,1679.0
45045.0,10.6,971.0,6.6,53.696931798,14.1,10.471682854,49476.0,3.4,3.4,8.6461140691,19.5,29.6,7.0,23.7,82.260291429,12.6,411.9,43.553608836,1068.0,1718.0,693.0
45047.0,10.7,191.0,11.8,83.575194882,18.4,5.2706314996,37217.0,3.6,3.6,10.93373494,22.6,32.4,6.6,26.3,86.283573305,13.2,910.3,51.885809544,969.0,2051.0,478.0
45049.0,17.0,104.0,10.9,,21.6,6.5355620461,32941.0,4.0,3.1,11.292875989,18.9,43.4,5.7,32.6,37.10763395,10.7,815.4,57.314103765,2303.0,3401.0,1570.0
45051.0,11.3,683.0,9.1,66.042376432,15.8,6.0369174508,41808.0,3.8,3.9,9.7583934735,24.6,27.7,7.1,23.0,85.001355411,16.7,454.9,43.876726418,1622.0,2497.0,828.0
45053.0,13.3,88.0,,60.931026078,17.9,4.7296442019,34852.0,3.7,3.5,10.831035841,26.2,39.5,6.7,25.5,69.899503572,19.3,414.2,67.784387957,3690.0,2663.0,2959.0
45055.0,11.9,152.0,6.2,56.306306306,14.8,7.1921458263,44787.0,3.4,2.8,9.5982548628,22.2,30.9,7.2,28.5,60.409744396,13.0,498.9,51.515825365,1948.0,3907.0,1078.0
45057.0,13.5,133.0,8.0,75.903462041,17.7,6.1826096456,40837.0,3.3,4.1,10.740971357,18.8,34.7,6.6,27.7,55.100975839,14.6,374.3,56.769121722,2326.0,3218.0,3831.0
45059.0,14.7,134.0,11.2,53.616689413,16.7,9.0979147838,36771.0,3.9,4.6,11.008558483,22.7,37.8,6.6,33.1,61.045733953,10.6,483.2,62.573167876,1743.0,3679.0,2284.0
45061.0,14.9,104.0,,82.977714557,23.6,3.1467415304,30972.0,3.8,4.4,14.182534471,16.4,41.4,5.7,31.6,5.4994797086,12.2,777.3,62.117647059,9327.0,9174.0,1223.0
45063.0,10.8,562.0,6.0,57.131308734,12.4,6.2776577518,53880.0,3.1,3.7,8.1773524181,19.9,30.3,7.8,24.4,75.705340503,14.6,433.1,41.298086813,1659.0,2466.0,752.0
45065.0,14.4,55.0,,,19.3,1.6394806123,38186.0,5.0,5.9,13.359528487,17.3,32.2,6.8,30.0,97.312616046,11.9,392.2,55.027173913,3314.0,9947.0,1989.0
45067.0,16.7,143.0,14.7,119.09239062,25.9,2.1628196301,28520.0,4.3,3.5,12.979719189,20.0,39.8,5.2,31.7,70.930373238,7.4,970.5,72.536990256,2318.0,5345.0,1604.0
45069.0,14.2,103.0,9.7,101.24736757,25.8,6.8457035938,31185.0,5.4,4.1,13.695743784,23.1,39.8,4.8,32.4,42.957868178,11.6,749.7,67.413981006,3518.0,4667.0,636.0
45071.0,13.8,84.0,5.5,41.019630823,16.0,5.6852122291,37890.0,5.0,4.3,11.481588866,24.6,34.6,7.1,27.6,59.232697025,19.0,636.0,55.772769089,1503.0,3752.0,1876.0
45073.0,12.9,42.0,5.9,46.665808445,14.5,5.8172592287,42077.0,4.3,4.3,8.3822007589,17.4,31.0,7.4,23.8,69.204152249,12.1,339.0,51.741359792,1622.0,2421.0,1924.0
45075.0,16.2,447.0,13.7,93.816331078,23.9,6.3393859586,32180.0,3.9,3.7,13.603633544,21.3,41.0,5.3,28.5,52.1140312,11.0,986.1,51.520333061,2033.0,2842.0,827.0
45077.0,10.8,91.0,6.5,65.275504072,14.4,12.089961471,42400.0,3.7,3.8,8.649075327,20.4,29.6,6.8,22.3,57.223377843,10.0,329.2,29.77077289,1459.0,2102.0,1235.0
45079.0,11.1,2774.0,6.7,58.86183393,18.6,9.1022463472,47492.0,3.4,3.3,11.171005849,16.5,32.2,6.1,23.9,81.121392755,18.4,845.0,30.072813563,1204.0,1288.0,422.0
45081.0,13.4,36.0,,103.94441709,14.8,2.1176320121,40366.0,3.4,2.9,9.2682926829,20.1,33.1,7.7,28.5,45.101886792,17.9,527.8,49.819494585,9947.0,3349.0,1674.0
45083.0,12.3,565.0,8.0,57.20967887,15.7,12.845388024,42638.0,3.8,4.3,9.9606120285,19.5,29.3,6.4,27.3,74.220121207,11.6,533.3,51.022982063,1528.0,2139.0,1287.0
45085.0,14.8,565.0,8.4,71.558320031,19.6,9.4976587347,39182.0,3.9,3.6,10.380285436,22.9,34.7,5.9,30.4,66.55002978,12.9,877.4,54.286028684,2161.0,2637.0,948.0
45087.0,15.7,57.0,9.8,49.905946485,20.3,3.7185497587,34042.0,3.8,3.4,12.392055268,25.8,35.9,6.3,34.3,54.628638514,10.8,789.3,67.841547099,1662.0,7008.0,1274.0
45089.0,17.4,194.0,11.5,106.90815332,24.6,5.1135134689,29391.0,3.9,3.9,13.040446304,19.0,43.0,5.2,31.9,36.423321616,10.3,594.9,47.646921096,6724.0,8267.0,1033.0
45091.0,9.5,415.0,7.0,50.789387601,15.4,5.9962578156,54927.0,3.2,3.1,8.4710644244,20.3,28.2,7.2,21.9,79.556603398,13.5,507.6,38.884629785,2153.0,2237.0,690.0
46003.0,9.7,,,,9.3,33.556797892,46493.0,3.5,1.8,7.6595744681,13.3,29.2,5.7,29.7,54.095940959,15.2,,,,2720.0,
46005.0,8.9,,,146.45577036,11.3,7.5973148442,43682.0,3.5,1.9,7.9390115668,17.2,31.2,7.9,25.7,67.760662145,19.3,473.2,53.830746119,1614.0,1808.0,402.0
46007.0,13.5,,,214.36227224,18.4,49.354995416,35083.0,3.0,3.0,6.4935064935,21.5,37.7,2.0,27.7,2.6522879627,25.6,756.7,76.288659794,3436.0,1726.0,
46009.0,9.3,,,,10.8,29.942453736,45803.0,2.3,2.5,5.8189655172,20.7,30.0,5.7,26.5,65.85572843,16.0,113.8,17.503805175,1172.0,2349.0,7046.0
46011.0,5.8,,,66.145768738,13.6,15.747979496,51893.0,2.2,2.4,4.7707789788,13.2,26.3,6.6,20.0,80.763334898,19.8,312.6,10.969931339,2039.0,2536.0,1063.0
46013.0,8.1,,,58.872012245,10.7,6.6009711662,50047.0,2.8,2.5,5.7860900058,17.5,29.5,8.1,25.2,70.490816019,20.7,297.3,29.235127479,1131.0,1805.0,342.0
46015.0,9.2,,,,11.4,10.639207009,45878.0,2.4,3.4,5.0387596899,14.3,36.2,7.6,30.8,63.368220742,15.8,321.2,28.28854314,588.0,5366.0,894.0
46017.0,17.4,,,,24.2,11.597465208,21572.0,4.2,4.0,6.8783068783,41.7,43.5,4.6,33.4,,27.5,1584.2,97.56097561,2020.0,675.0,675.0
46019.0,7.7,,,,11.7,11.965252281,41413.0,2.9,2.6,5.4910242872,22.2,28.1,7.4,28.3,59.792284866,9.2,166.2,35.880118193,3409.0,2066.0,
46021.0,10.8,,,,10.6,28.430682293,47579.0,2.8,,,14.1,33.4,5.9,34.7,22.305593452,21.4,,,1396.0,1334.0,
46023.0,11.0,,,,14.3,16.890111921,37996.0,2.3,2.1,5.9086839749,17.4,32.2,6.3,25.7,66.031328733,22.2,716.1,72.32832182,922.0,2310.0,
46025.0,8.8,,,,11.3,13.263916867,45592.0,,,3.6697247706,18.2,32.0,7.3,28.8,40.856136548,17.3,278.9,12.224938875,,1805.0,
46027.0,7.1,,,,15.6,5.3795183352,41970.0,2.4,2.3,6.5197428834,15.5,30.0,7.2,23.5,81.484420081,20.1,332.6,9.2400828421,1570.0,1742.0,3484.0
46029.0,8.3,,,51.871063357,11.1,7.3438029333,49022.0,2.7,2.1,5.3630062021,18.6,30.0,8.0,22.5,75.502258787,21.8,369.5,42.812006319,1062.0,1211.0,557.0
46031.0,16.3,,,326.97547684,21.0,62.935289553,31418.0,4.8,4.3,6.1016949153,32.1,39.0,0.0,31.1,2.3950617284,24.8,2060.3,90.975254731,,4215.0,1405.0
46033.0,10.4,,,,10.6,7.1608408759,51326.0,3.5,4.0,7.1563088512,18.7,25.1,8.1,23.6,79.491236611,15.4,299.8,31.384615385,1668.0,4234.0,2117.0
46035.0,8.8,,,60.436239767,11.7,6.2350390109,47506.0,2.0,1.9,5.9864653826,14.2,33.0,8.0,25.0,79.645200984,13.3,364.2,40.473627557,1098.0,1416.0,991.0
46037.0,10.6,,,,14.5,19.271370325,44188.0,,,5.7815845824,16.9,34.4,6.0,28.6,33.450087566,,142.5,30.0,1871.0,5596.0,
46039.0,8.7,,,,9.4,26.626671627,52527.0,3.0,2.4,5.7220708447,19.2,33.8,6.4,29.7,50.481209899,22.0,182.6,26.615969582,4380.0,4320.0,
46041.0,16.4,,,136.68671405,21.1,18.956127387,34389.0,4.9,2.9,6.2874251497,33.4,40.2,4.6,32.1,23.882286361,20.1,2239.1,100.15898251,2769.0,1397.0,2793.0
46043.0,10.1,,,,10.0,33.633105533,48344.0,2.7,3.2,,12.6,27.5,5.5,30.1,50.266489007,16.0,134.7,17.777777778,2970.0,3023.0,
46045.0,8.6,,,,10.0,17.413071866,51352.0,2.7,1.1,3.3444816054,13.1,31.8,7.2,26.7,60.992385163,20.1,99.4,11.470281543,2013.0,,
46047.0,11.9,,,,13.4,14.562530314,39552.0,4.4,,7.3417721519,23.7,33.7,6.7,24.8,92.82492247,16.3,143.5,50.497322112,1743.0,1368.0,274.0
46049.0,10.0,,,,10.9,43.544890579,50092.0,2.2,,,,28.6,4.3,30.1,39.678510998,,,,2377.0,2386.0,
46051.0,9.6,,,,11.5,5.670317425,51065.0,2.7,4.2,6.017699115,23.5,34.1,8.1,32.7,62.92822186,22.9,165.3,31.64556962,1037.0,1820.0,
46053.0,10.5,,,,12.1,15.469977286,35589.0,2.5,1.6,5.1118210863,12.1,31.9,6.9,27.2,43.6431749,23.8,211.0,26.966292135,1066.0,2121.0,
46055.0,9.3,,,,10.1,11.004633908,45456.0,2.1,,,,32.0,7.8,26.8,42.488384099,21.8,,28.571428571,1939.0,1894.0,
46057.0,9.0,,,,10.0,35.94866243,56860.0,2.8,1.6,4.8,17.9,29.8,5.2,25.8,30.289683212,17.1,67.6,35.666218035,2959.0,,
46059.0,9.7,,,,10.9,13.119947608,50737.0,2.3,2.2,6.6666666667,13.1,28.7,7.4,31.5,48.936170213,17.3,,18.030513176,1129.0,3391.0,
46061.0,8.2,,,,10.9,6.966276455,57800.0,2.4,3.5,7.8034682081,17.7,26.9,8.1,24.4,28.850195137,,,,,3405.0,
46063.0,8.8,,,,11.1,39.821573428,43860.0,1.7,,,,30.8,4.6,28.6,19.84063745,29.8,,,1316.0,1262.0,
46065.0,8.9,,,80.261776872,10.5,6.8704821991,57538.0,2.6,2.2,4.8929663609,14.1,28.4,8.2,21.1,77.329338503,16.6,412.6,32.542746828,1246.0,1751.0,648.0
46067.0,9.6,,,,10.4,14.536329849,44958.0,1.6,1.5,4.2750929368,10.1,30.9,7.4,29.2,47.36483726,18.4,69.6,12.537313433,898.0,2382.0,7145.0
46069.0,10.3,,,,9.9,29.091505999,47072.0,2.0,,,,32.0,6.0,31.9,62.605633803,,,,1437.0,1391.0,
46071.0,11.4,,,,16.4,46.28970362,35387.0,3.2,3.3,8.2661290323,20.5,32.6,2.8,31.2,14.74760805,17.3,501.4,91.386554622,,3216.0,
46073.0,9.4,,,,10.3,42.255145124,48126.0,2.1,3.0,7.027027027,10.2,27.8,4.5,32.8,49.830999517,14.1,195.4,,1024.0,517.0,
46075.0,9.8,,,,11.4,27.272727257,45095.0,2.3,,,,30.5,5.8,30.4,1.3916500994,,,,1013.0,501.0,
46077.0,8.9,,,,9.9,15.031616405,50045.0,2.5,1.2,5.1522248244,10.8,32.1,7.4,29.6,60.372960373,13.2,306.5,14.466546112,2610.0,2533.0,
46079.0,8.7,,,,11.7,2.7096436292,53116.0,3.0,4.4,5.6291390728,18.8,28.0,8.3,25.8,62.383928571,20.8,169.9,12.868269556,1471.0,3014.0,1206.0
46081.0,7.4,,,64.315575088,12.6,4.8680574665,42867.0,3.0,2.5,7.6238174736,21.5,24.5,7.9,23.4,86.869734822,19.2,414.0,19.041861871,1061.0,1557.0,830.0
46083.0,6.0,,6.8,46.245768512,8.6,2.1061434878,78567.0,1.9,1.8,5.9722971758,10.6,27.6,9.1,21.6,78.071740876,23.1,173.9,16.322611618,743.0,1108.0,445.0
46085.0,11.0,,,,14.1,20.970064871,40057.0,2.7,2.0,4.8498845266,20.6,34.7,5.9,28.8,20.69241012,20.0,844.6,73.761854584,3789.0,3892.0,
46087.0,9.3,,,,9.8,25.225629351,53478.0,1.9,,6.1386138614,,27.8,6.4,28.7,41.936632253,19.0,160.4,13.490725126,5610.0,5654.0,
46089.0,10.3,,,,12.3,24.569117332,38222.0,3.1,,8.4967320261,12.8,26.8,5.9,27.2,38.918259455,12.9,,,1220.0,2457.0,
46091.0,9.4,,,,12.6,22.692640633,49254.0,2.1,2.4,6.6312997347,23.0,29.6,6.1,31.9,8.0541237113,21.4,171.3,28.76984127,2336.0,4763.0,
46093.0,8.2,,,59.642147117,11.4,4.0558178119,50711.0,3.0,2.5,7.1698113208,17.8,28.0,8.3,25.7,81.670205237,16.9,291.7,33.270676692,2171.0,1360.0,756.0
46095.0,13.0,,,,19.7,48.262297173,33460.0,2.4,4.1,7.3359073359,22.8,34.4,1.8,30.2,,21.0,476.0,83.601286174,,2081.0,
46097.0,9.6,,,,10.0,5.4158405225,45787.0,,,,,32.1,8.4,28.2,42.151527836,,,,,467.0,
46099.0,8.1,,6.0,55.049954906,11.9,4.8290693602,52382.0,2.6,2.7,7.0055443287,17.9,27.4,8.1,22.7,85.936577997,20.6,541.6,35.414135277,1080.0,1932.0,730.0
46101.0,9.6,,,,11.7,24.453813035,53712.0,2.7,2.8,5.8727569331,12.7,33.7,6.1,25.4,40.687634906,22.4,325.8,28.660436137,2149.0,2135.0,1601.0
46103.0,8.3,,8.9,80.11215702,12.3,8.1289303429,48886.0,3.2,3.1,7.1100917431,21.2,27.6,7.6,22.5,92.101874232,17.1,620.0,49.738576949,1172.0,1356.0,454.0
46105.0,9.7,,,,11.9,20.784717043,40042.0,,1.6,,12.8,32.2,6.4,34.9,25.01676727,13.5,,,,3037.0,607.0
46107.0,10.5,,,,10.6,32.12779033,50887.0,2.1,1.2,,7.9,29.3,5.5,29.3,55.989695148,,,28.199566161,,2394.0,2394.0
46109.0,12.4,,,,13.9,18.439695907,44626.0,2.7,2.2,6.5711878686,23.6,34.9,6.2,26.6,33.224948271,19.1,912.4,70.526315789,1717.0,1709.0,2563.0
46111.0,9.8,,,,10.9,29.808948924,46936.0,2.2,,6.9892473118,,34.0,5.7,29.3,28.874734607,,215.1,,,2324.0,
46113.0,17.0,,13.4,199.31398906,25.6,37.460293299,28512.0,3.7,3.4,7.2944808954,43.5,42.5,1.6,27.5,2.9147651995,23.8,2845.2,117.54453912,2343.0,2824.0,1569.0
46115.0,9.6,,,,11.3,14.315352573,50274.0,3.2,1.8,9.7426470588,17.1,32.2,7.2,27.0,43.164458301,24.3,60.5,18.194070081,2204.0,1653.0,6610.0
46117.0,10.3,,,,9.3,7.1619530773,57188.0,2.7,1.7,7.2202166065,17.3,32.5,8.4,30.8,57.619689818,20.2,471.5,36.184210526,2969.0,2981.0,
46119.0,8.9,,,,8.7,23.087155853,57620.0,2.1,,9.4488188976,,31.8,6.9,28.2,4.2971595047,13.6,,,1427.0,1437.0,
46121.0,16.3,,11.7,151.57256537,22.7,13.122600968,30549.0,3.9,3.1,8.0142930066,39.4,40.3,4.8,28.0,12.786100707,20.2,1760.2,121.02328632,4971.0,3327.0,1996.0
46123.0,12.0,,,,12.9,10.466389412,40975.0,3.5,,8.4188911704,13.3,32.9,7.3,30.3,39.652728561,20.6,401.1,38.876889849,914.0,2749.0,393.0
46125.0,8.9,,,,9.4,8.9017557116,53115.0,2.6,2.1,6.4564564565,17.2,31.4,8.2,30.4,38.804360848,19.2,180.5,17.802644964,4154.0,8361.0,8361.0
46127.0,8.4,,,,9.5,3.3921844815,66831.0,2.0,1.7,7.5697211155,14.9,29.1,8.7,26.2,70.240988958,18.1,107.7,18.661518662,1061.0,2118.0,7415.0
46129.0,10.5,,,,12.2,9.5652279884,41030.0,3.7,2.4,3.9735099338,19.8,30.7,7.5,29.1,76.38837808,14.3,439.6,41.314553991,910.0,1841.0,789.0
46135.0,8.0,,,50.96060745,10.8,11.087445839,46599.0,2.6,3.2,5.9652928416,13.2,28.8,7.7,19.8,82.507353597,21.9,283.1,26.8169452,1076.0,2063.0,232.0
46137.0,14.9,,,,20.4,45.872439674,30465.0,4.2,3.4,7.0739549839,33.1,44.4,1.9,29.2,11.638700464,22.5,662.3,53.884711779,,2834.0,
47001.0,12.6,60.0,5.9,58.309932637,14.7,4.8583605634,42365.0,5.6,3.9,9.1449940507,20.6,32.6,7.4,31.8,75.593978357,10.9,297.0,42.981740604,1397.0,1542.0,1238.0
47003.0,11.6,29.0,9.2,64.073415733,15.5,6.166582645,42288.0,5.2,3.7,8.9948231234,25.2,35.1,7.1,37.0,64.476896445,,460.8,58.723404255,3038.0,3531.0,1996.0
47005.0,14.8,9.0,,,15.5,6.2572811155,35559.0,5.7,3.3,8.3904109589,25.1,33.3,7.1,34.7,51.331190491,,464.5,61.259706644,5454.0,5430.0,4073.0
47007.0,12.3,8.0,,,16.2,2.6920015517,35715.0,8.4,4.4,7.158836689,38.6,33.8,7.3,35.7,49.370922647,,187.6,52.529934338,6396.0,4280.0,12841.0
47009.0,11.6,91.0,5.4,36.806315964,12.7,9.5624165933,45348.0,3.3,2.6,8.498304714,20.9,33.4,7.4,32.4,70.707259572,8.0,269.0,42.323496451,1592.0,1955.0,934.0
47011.0,14.4,114.0,7.6,49.376755618,14.8,11.452502717,42665.0,4.5,4.5,8.317284545,25.5,31.8,6.7,33.9,69.019734648,7.2,330.3,46.094108805,1714.0,2315.0,1670.0
47013.0,12.5,15.0,,36.730426921,17.2,7.3448895095,32325.0,7.6,5.7,9.3600764088,28.6,32.8,6.6,32.7,76.832203556,,207.8,54.430949168,2021.0,3658.0,4024.0
47015.0,11.8,17.0,,82.155767335,13.3,0.9180849109,40809.0,5.2,,9.5774647887,27.6,30.7,8.2,34.0,33.570031157,,130.3,42.14559387,3453.0,4592.0,2296.0
47017.0,13.8,24.0,9.1,48.034584901,16.6,2.7996001147,35929.0,4.7,4.3,9.0909090909,24.6,31.9,7.2,34.5,44.067737185,7.2,457.9,51.971596918,2028.0,4073.0,4073.0
47019.0,15.0,45.0,10.9,89.219654437,15.5,15.167211225,32773.0,5.2,4.8,9.8247346334,31.4,28.7,6.2,31.9,81.854276957,6.8,169.1,48.589846898,2868.0,3373.0,4096.0
47021.0,10.7,64.0,6.3,67.216462863,11.7,0.4078817722,52544.0,3.7,3.3,8.3487940631,30.5,30.1,8.6,33.8,70.875847078,,224.1,35.695258391,2310.0,7898.0,2079.0
47023.0,13.1,7.0,,76.594115019,15.2,5.5112386776,40779.0,3.4,2.7,7.2741194487,20.7,31.7,7.3,25.9,45.554842099,,436.8,31.25,4293.0,3464.0,1443.0
47025.0,14.9,7.0,9.0,67.443516055,16.3,8.8724601173,32775.0,5.7,4.4,10.640138408,33.3,34.5,6.7,31.2,50.262316456,,198.5,39.545908184,2267.0,4509.0,5260.0
47027.0,13.2,5.0,,,15.6,0.0061673702,30587.0,7.6,,7.0754716981,32.3,31.6,7.8,32.0,33.443582241,,229.6,47.003525264,7840.0,7774.0,
47029.0,13.8,23.0,7.2,45.990604776,18.0,9.7194663135,30950.0,6.4,4.7,9.7739130435,21.2,31.4,6.2,35.5,74.199427963,,247.4,69.093808132,1694.0,5068.0,3942.0
47031.0,13.6,40.0,8.9,54.488489307,15.2,5.8610058019,43375.0,4.4,5.1,8.1332781457,25.7,35.6,7.2,34.8,73.833244943,9.2,357.0,57.417855958,1298.0,1241.0,534.0
47033.0,13.5,7.0,,70.283947146,16.8,0.3835112356,37085.0,3.8,5.1,7.2685539403,27.1,35.8,7.4,33.9,29.130673248,,444.5,58.942502167,4874.0,2432.0,14591.0
47035.0,15.2,19.0,7.0,75.127952294,13.9,5.1242561041,36163.0,3.6,2.4,8.730964467,17.4,26.5,7.6,29.3,65.928674647,5.1,249.0,63.08685446,1501.0,3380.0,4789.0
47037.0,10.5,3915.0,7.6,74.27657335,17.5,8.2274229352,47239.0,3.0,2.7,9.0820482979,17.2,30.8,6.5,25.7,86.800461479,10.9,586.8,44.936429751,1059.0,1401.0,414.0
47039.0,14.6,10.0,,,15.4,2.7059320118,36213.0,5.6,2.1,7.5089392133,17.5,34.6,7.5,36.0,57.837883814,,385.5,49.229452055,1946.0,1944.0,972.0
47041.0,13.1,25.0,,58.558294782,14.2,1.0191569571,37392.0,3.6,4.3,9.2097445039,24.4,32.0,8.0,38.9,26.037493991,,301.6,61.872455902,1890.0,4791.0,6388.0
47043.0,13.1,45.0,9.0,58.633238981,14.2,5.0442232065,44991.0,4.1,4.8,7.9946404645,26.1,34.9,7.5,34.8,58.875286917,,379.1,48.967236467,2519.0,1733.0,1289.0
47045.0,12.3,23.0,11.2,89.530229619,18.7,14.181963392,40158.0,4.1,3.2,11.020979021,33.3,33.3,5.6,36.6,63.946784922,10.0,739.8,61.866781634,1530.0,2011.0,2939.0
47047.0,14.3,65.0,7.2,59.4698686,15.7,4.1265371016,56058.0,4.1,3.1,8.7582483503,21.3,35.1,7.3,32.7,47.663551402,,442.3,49.62406015,2761.0,3224.0,38690.0
47049.0,13.2,5.0,,79.075425791,16.1,0.1524207421,31065.0,7.1,3.1,8.3272990587,21.2,37.5,7.6,39.1,60.894259146,,183.9,49.593282603,1993.0,8955.0,5970.0
47051.0,10.6,17.0,,53.619302949,13.9,7.6186245851,41477.0,4.5,3.8,9.1450595655,23.9,30.4,7.3,34.4,56.949722303,11.3,250.2,37.402696032,1406.0,3427.0,2571.0
47053.0,12.1,51.0,6.9,50.660614412,18.1,6.2525031803,40083.0,4.2,3.7,9.4684006388,30.1,34.0,6.5,33.2,56.031238049,10.4,731.5,52.338923213,1838.0,2909.0,4121.0
47055.0,11.7,29.0,,61.780832497,16.0,5.800146779,39880.0,3.3,3.8,8.5322723254,26.3,35.1,7.1,28.1,44.955061896,,371.5,42.374090455,2077.0,3194.0,2053.0
47057.0,11.3,13.0,,49.97751012,15.2,0.0,35301.0,4.0,,9.7894137735,26.3,31.4,7.8,38.7,37.714613585,,308.3,50.669412976,7569.0,7567.0,7567.0
47059.0,13.8,43.0,5.8,51.628891528,16.8,3.6180101983,35980.0,5.5,4.1,9.2969080898,28.6,31.6,7.1,36.1,44.138542227,3.3,209.2,47.898207981,1496.0,2528.0,1050.0
47061.0,13.7,8.0,,87.803320562,16.8,4.7009752187,26101.0,6.1,7.2,9.9315068493,27.0,27.9,7.0,38.4,29.161497482,,219.8,50.423011844,,,2700.0
47063.0,13.6,42.0,6.0,57.65350245,15.0,10.940112254,38807.0,6.3,4.7,8.6062060689,22.7,29.8,6.7,33.3,65.015029419,,293.2,66.424092281,1494.0,1660.0,657.0
47065.0,11.6,929.0,9.6,71.263871615,16.1,12.31549315,47373.0,3.8,3.2,10.53237605,19.2,29.1,6.4,28.7,79.714857206,10.7,569.5,43.122761274,944.0,1447.0,634.0
