FIPS,STATE,agi_stub,N1,A00100
46015,SD,2,80,1365230
46015,SD,3,84,3123604
46015,SD,4,41,2479407
46015,SD,5,23,1934326
46015,SD,6,14,2063108
46015,SD,7,0,0
46015,SD,8,0,0
46017,SD,1,670,2123979
46017,SD,2,659,11409106
46017,SD,3,605,21299955
46017,SD,4,304,18672930
46017,SD,5,143,12407722
46017,SD,6,113,15739146
46017,SD,7,20,7408001
46017,SD,8,0,0
46021,SD,1,134,-37444
46021,SD,2,126,2123764
46021,SD,3,138,5048574
46021,SD,4,94,5796706
46021,SD,5,43,3632593
46021,SD,6,30,4187696
46021,SD,7,0,0
46021,SD,8,0,0
46023,SD,1,705,1707488
46023,SD,2,670,11538248
46023,SD,3,571,20370344
46023,SD,4,258,15875664
46023,SD,5,152,13038955
46023,SD,6,95,13383928
46023,SD,7,19,5798805
46023,SD,8,0,0
46025,SD,1,234,734787
46025,SD,2,248,4306668
46025,SD,3,325,11725280
46025,SD,4,162,9838637
46025,SD,5,73,6303131
46025,SD,6,79,12107650
46025,SD,7,15,6232249
46025,SD,8,0,0
46027,SD,1,1152,4555316
46027,SD,2,1004,17178149
46027,SD,3,848,30568659
46027,SD,4,531,32720518
46027,SD,5,320,27612238
46027,SD,6,320,41618637
46027,SD,7,58,20838383
46027,SD,8,0,0
46031,SD,1,180,410403
46031,SD,2,169,2919247
46031,SD,3,175,6170379
46031,SD,4,54,3286996
46031,SD,5,20,1703048
46031,SD,6,20,3221143
46031,SD,7,0,0
46031,SD,8,0,0
46037,SD,1,694,1282553
46037,SD,2,660,11550642
46037,SD,3,756,27173347
46037,SD,4,483,29920534
46037,SD,5,263,22271821
46037,SD,6,209,28824941
46037,SD,7,52,20550890
46037,SD,8,0,0
46039,SD,1,54,13532
46039,SD,2,65,1046040
46039,SD,3,78,2792868
46039,SD,4,54,3349231
46039,SD,5,25,2150047
46039,SD,6,21,2688680
46039,SD,7,14,10054075
46039,SD,8,0,0
46041,SD,1,550,1617325
46041,SD,2,534,9460478
46041,SD,3,488,17053495
46041,SD,4,171,10343329
46041,SD,5,68,5839744
46041,SD,6,59,9645493
46041,SD,7,0,0
46041,SD,8,0,0
46043,SD,1,661,490839
46043,SD,2,642,10914182
46043,SD,3,710,25941564
46043,SD,4,392,23799748
46043,SD,5,202,17239162
46043,SD,6,176,25930061
46043,SD,7,51,17972824
46043,SD,8,0,0
46045,SD,1,192,284869
46045,SD,2,187,3201252
46045,SD,3,246,8851131
46045,SD,4,184,11353790
46045,SD,5,92,8037008
46045,SD,6,72,9318103
46045,SD,7,31,11543650
46045,SD,8,0,0
46047,SD,1,756,2063485
46047,SD,2,873,15007039
46047,SD,3,721,26301488
46047,SD,4,518,32071735
46047,SD,5,262,22730654
46047,SD,6,195,24783930
46047,SD,7,31,11520030
46047,SD,8,0,0
46049,SD,1,112,437186
46049,SD,2,134,2236169
46049,SD,3,151,5290823
46049,SD,4,83,5132293
46049,SD,5,46,3980079
46049,SD,6,42,5547336
46049,SD,7,14,6086737
46049,SD,8,0,0
46051,SD,1,57,-55534
46051,SD,2,52,956167
46051,SD,3,66,2466940
46051,SD,4,33,1994770
46051,SD,5,23,1983870
46051,SD,6,19,3025613
46051,SD,7,0,0
46051,SD,8,0,0
46053,SD,1,141,-114099
46053,SD,2,148,2495668
46053,SD,3,140,5047091
46053,SD,4,54,3280860
46053,SD,5,25,2118542
46053,SD,6,25,4495025
46053,SD,7,0,0
46053,SD,8,0,0
46055,SD,1,94,-296151
46055,SD,2,55,986515
46055,SD,3,69,2459525
46055,SD,4,36,2171664
46055,SD,5,11,951619
46055,SD,6,12,1596357
46055,SD,7,0,0
46055,SD,8,0,0
46057,SD,1,3027,9501459
46057,SD,2,3451,60221685
46057,SD,3,3843,138140303
46057,SD,4,2324,142962351
46057,SD,5,1221,104810520
46057,SD,6,952,125157770
46057,SD,7,310,137432300
46057,SD,8,0,0
46059,SD,1,298,419750
46059,SD,2,279,4915734
46059,SD,3,328,11843223
46059,SD,4,203,12294171
46059,SD,5,93,8010069
46059,SD,6,86,13060757
46059,SD,7,25,9444067
46059,SD,8,0,0
46061,SD,1,1905,7634136
46061,SD,2,2003,34686229
46061,SD,3,2123,76183933
46061,SD,4,1257,78032808
46061,SD,5,668,57171001
46061,SD,6,522,67845592
46061,SD,7,191,111988258
46061,SD,8,0,0
46063,SD,1,240,-420648
46063,SD,2,233,4065422
46063,SD,3,207,7450154
46063,SD,4,136,8401526
46063,SD,5,58,4984038
46063,SD,6,38,6263972
46063,SD,7,0,0
46063,SD,8,0,0
46067,SD,1,544,479459
46067,SD,2,507,8874279
46067,SD,3,686,24874712
46067,SD,4,412,25252988
46067,SD,5,217,18660869
46067,SD,6,166,22872620
46067,SD,7,16,4298921
46067,SD,8,0,0
46069,SD,1,141,-12186
46069,SD,2,112,1926818
46069,SD,3,165,6047005
46069,SD,4,87,5367028
46069,SD,5,49,4262159
46069,SD,6,28,3805040
46069,SD,7,12,9579339
46069,SD,8,0,0
46071,SD,1,230,-100159
46071,SD,2,190,3353414
46071,SD,3,151,5233772
46071,SD,4,56,3299670
46071,SD,5,24,2034980
46071,SD,6,17,2791350
46071,SD,7,0,0
46071,SD,8,0,0
46073,SD,1,330,-397561
46073,SD,2,306,5337853
46073,SD,3,308,11048063
46073,SD,4,182,11014156
46073,SD,5,78,6587351
46073,SD,6,51,7559509
46073,SD,7,10,3123126
46073,SD,8,0,0
46075,SD,1,95,200049
46075,SD,2,92,1522404
46075,SD,3,83,3021586
46075,SD,4,58,3669371
46075,SD,5,21,1796377
46075,SD,6,18,2488557
46075,SD,7,0,0
46075,SD,8,0,0
46077,SD,1,716,1557621
46077,SD,2,705,12293964
46077,SD,3,895,32473174
46077,SD,4,580,35457725
46077,SD,5,281,23957244
46077,SD,6,237,37447236
46077,SD,7,30,9809147
46077,SD,8,0,0
46079,SD,1,133,321118
46079,SD,2,136,2393129
46079,SD,3,214,7762630
46079,SD,4,124,7525527
46079,SD,5,87,7450670
46079,SD,6,95,12373997
46079,SD,7,38,17359397
46079,SD,8,0,0
46081,SD,1,2315,7631344
46081,SD,2,2518,43180506
46081,SD,3,2449,88705128
46081,SD,4,1542,95382070
46081,SD,5,945,81129802
46081,SD,6,719,93009067
46081,SD,7,190,92468674
46081,SD,8,0,0
46083,SD,1,838,2745936
46083,SD,2,930,16426430
46083,SD,3,1393,49928640
46083,SD,4,1059,65823032
46083,SD,5,643,55140769
46083,SD,6,433,56229506
46083,SD,7,114,49546659
46083,SD,8,0,0
46085,SD,1,324,725982
46085,SD,2,308,5482172
46085,SD,3,268,9636596
46085,SD,4,114,6973786
46085,SD,5,52,4518422
46085,SD,6,43,5650947
46085,SD,7,11,3834740
46085,SD,8,0,0
46087,SD,1,279,257610
46087,SD,2,338,5958424
46087,SD,3,454,16557578
46087,SD,4,341,20872117
46087,SD,5,179,15590181
46087,SD,6,133,17347621
46087,SD,7,25,9398209
46087,SD,8,0,0
46089,SD,1,326,140876
46089,SD,2,318,5568402
46089,SD,3,304,10969606
46089,SD,4,176,10866730
46089,SD,5,88,7479124
46089,SD,6,90,14167353
46089,SD,7,13,6723103
46089,SD,8,0,0
46091,SD,1,290,586920
46091,SD,2,295,5129293
46091,SD,3,352,12859840
46091,SD,4,212,13195143
46091,SD,5,114,9743889
46091,SD,6,86,11973664
46091,SD,7,23,9521841
46091,SD,8,0,0
46093,SD,1,1446,4044017
46093,SD,2,1582,27108066
46093,SD,3,1765,63860510
46093,SD,4,1060,65633133
46093,SD,5,617,53119754
46093,SD,6,472,61309189
46093,SD,7,108,44645805
46093,SD,8,0,0
46095,SD,1,161,86903
46095,SD,2,135,2340014
46095,SD,3,123,4412072
46095,SD,4,41,2471086
46095,SD,5,13,1124158
46095,SD,6,11,1328543
46095,SD,7,0,0
46095,SD,8,0,0
46097,SD,1,357,930918
46097,SD,2,379,6532416
46097,SD,3,385,13847055
46097,SD,4,277,17204275
46097,SD,5,159,13698741
46097,SD,6,94,12078050
46097,SD,7,33,17690345
46097,SD,8,0,0
46099,SD,1,17633,72363911
46099,SD,2,21422,380075874
46099,SD,3,26733,954543401
46099,SD,4,14918,923360515
46099,SD,5,9145,788094184
46099,SD,6,8224,1078030209
46099,SD,7,2713,1568107322
46099,SD,8,0,0
46101,SD,1,3116,11897154
46101,SD,2,3510,61011535
46101,SD,3,4102,147776954
46101,SD,4,2532,156002347
46101,SD,5,1637,141000517
46101,SD,6,1289,180066423
46101,SD,7,294,150794230
46101,SD,8,0,0
46103,SD,1,12439,47020460
46103,SD,2,15338,265176664
46103,SD,3,15231,548714280
46103,SD,4,8895,547494853
46103,SD,5,4988,428450786
46103,SD,6,4174,544480207
46103,SD,7,1299,630423484
46103,SD,8,0,0
46105,SD,1,399,-184847
46105,SD,2,350,5967160
46105,SD,3,284,10353950
46105,SD,4,175,10670544
46105,SD,5,85,7314797
46105,SD,6,62,9923511
46105,SD,7,11,4423702
46105,SD,8,0,0
46109,SD,1,1751,5092619
46109,SD,2,2002,34619991
46109,SD,3,1979,70446858
46109,SD,4,1025,63455318
46109,SD,5,528,46107262
46109,SD,6,379,60200589
46109,SD,7,70,26012870
46109,SD,8,0,0
46111,SD,1,1831,5234846
46111,SD,2,2145,37539949
46111,SD,3,2152,77071651
46111,SD,4,1241,76435182
46111,SD,5,658,56459127
46111,SD,6,471,63383477
46111,SD,7,112,70354519
46111,SD,8,0,0
46115,SD,1,332,1082197
46115,SD,2,433,7663479
46115,SD,3,482,17381609
46115,SD,4,281,17180830
46115,SD,5,135,11529956
46115,SD,6,109,15290957
46115,SD,7,23,11892688
46115,SD,8,0,0
46117,SD,1,304,354062
46117,SD,2,315,5385103
46117,SD,3,396,14091026
46117,SD,4,218,13233843
46117,SD,5,140,11962320
46117,SD,6,98,12545422
46117,SD,7,41,24125725
46117,SD,8,0,0
46119,SD,1,1892,6138131
46119,SD,2,1800,31252389
46119,SD,3,2287,83236381
46119,SD,4,1473,91511603
46119,SD,5,1027,88423344
46119,SD,6,845,109140337
46119,SD,7,212,91925096
46119,SD,8,0,0
46121,SD,1,845,3484114
46121,SD,2,920,15801919
46121,SD,3,710,24866470
46121,SD,4,180,11073859
46121,SD,5,74,6278201
46121,SD,6,44,6125597
46121,SD,7,0,0
46121,SD,8,0,0
46123,SD,1,941,600637
46123,SD,2,849,14355961
46123,SD,3,768,27772472
46123,SD,4,424,25886848
46123,SD,5,189,16220921
46123,SD,6,165,21864110
46123,SD,7,40,15848744
46123,SD,8,0,0
46125,SD,1,1626,4471760
46125,SD,2,1667,28999885
46125,SD,3,2234,81284674
46125,SD,4,1569,97587969
46125,SD,5,935,80022390
46125,SD,6,628,81426994
46125,SD,7,84,32256010
46125,SD,8,0,0
46127,SD,1,1440,4214686
46127,SD,2,1495,26212102
46127,SD,3,1853,67324729
46127,SD,4,1237,75913624
46127,SD,5,860,74246557
46127,SD,6,957,130332585
46127,SD,7,394,341579727
46127,SD,8,0,0
46129,SD,1,711,1052666
46129,SD,2,723,12472888
46129,SD,3,724,26599500
46129,SD,4,433,26676731
46129,SD,5,206,17555857
46129,SD,6,161,22744364
46129,SD,7,40,20645999
46129,SD,8,0,0
46135,SD,1,2558,8603149
46135,SD,2,2772,48163827
46135,SD,3,3202,115785630
46135,SD,4,1870,115301196
46135,SD,5,988,84602833
46135,SD,6,745,103733898
46135,SD,7,196,84490569
46135,SD,8,0,0
46137,SD,1,122,-108970
46137,SD,2,101,1721386
46137,SD,3,106,3788767
46137,SD,4,43,2634048
46137,SD,5,25,2517619
46137,SD,6,0,0
46137,SD,7,0,0
46137,SD,8,0,0
47001,TN,1,2409,10088824
47001,TN,2,3152,54137753
47001,TN,3,3255,117380420
47001,TN,4,1883,116030025
47001,TN,5,1062,91872084
47001,TN,6,1077,140790737
47001,TN,7,145,58523104
47001,TN,8,0,0
47005,TN,1,324,1263605
47005,TN,2,436,7352006
47005,TN,3,324,11780356
47005,TN,4,162,9888679
47005,TN,5,67,5719434
47005,TN,6,47,6014887
47005,TN,7,0,0
47005,TN,8,0,0
47009,TN,1,6755,25576957
47009,TN,2,9056,156235830
47009,TN,3,9080,327853168
47009,TN,4,5647,347566400
47009,TN,5,3246,279480183
47009,TN,6,2962,385695907
47009,TN,7,732,302880166
47009,TN,8,0,0
47011,TN,1,2908,9876340
47011,TN,2,3420,58798894
47011,TN,3,3499,126045476
47011,TN,4,2036,125505615
47011,TN,5,1313,113439220
47011,TN,6,1336,177409531
47011,TN,7,324,132461366
47011,TN,8,0,0
47013,TN,1,3653,16393323
47013,TN,2,4740,80471332
47013,TN,3,4369,157222402
47013,TN,4,2017,122744939
47013,TN,5,955,81840077
47013,TN,6,597,77807609
47013,TN,7,134,58411636
47013,TN,8,0,0
47017,TN,1,2284,9187130
47017,TN,2,3130,53501806
47017,TN,3,2623,94217050
47017,TN,4,1318,80734630
47017,TN,5,682,58602995
47017,TN,6,485,62170522
47017,TN,7,61,22666522
47017,TN,8,0,0
47019,TN,1,439,2070191
47019,TN,2,569,10002237
47019,TN,3,475,16870308
47019,TN,4,230,13952463
47019,TN,5,100,8498227
47019,TN,6,51,7781082
47019,TN,7,0,0
47019,TN,8,0,0
47025,TN,1,252,871038
47025,TN,2,354,5925884
47025,TN,3,274,10003659
47025,TN,4,157,9453644
47025,TN,5,69,5926878
47025,TN,6,35,5649719
47025,TN,7,0,0
47025,TN,8,0,0
47029,TN,1,808,3185892
47029,TN,2,1024,17673038
47029,TN,3,870,31650000
47029,TN,4,447,27226963
47029,TN,5,135,11555546
47029,TN,6,98,14514979
47029,TN,7,0,0
47029,TN,8,0,0
47031,TN,1,2870,11043782
47031,TN,2,3579,61122153
47031,TN,3,3517,126324906
47031,TN,4,1997,122678048
47031,TN,5,1054,90642951
47031,TN,6,772,103563512
47031,TN,7,89,28300229
47031,TN,8,0,0
47033,TN,1,625,2097692
47033,TN,2,850,14551268
47033,TN,3,801,28513053
47033,TN,4,298,18361882
47033,TN,5,166,14713232
47033,TN,6,111,14520723
47033,TN,7,11,3468675
47033,TN,8,0,0
47035,TN,1,4720,17395748
47035,TN,2,6400,108895796
47035,TN,3,5886,210684188
47035,TN,4,3202,196703881
47035,TN,5,1552,133781836
47035,TN,6,1158,149253928
47035,TN,7,245,93426439
47035,TN,8,0,0
47037,TN,1,38341,161585330
47037,TN,2,52899,922661216
47037,TN,3,57707,2050841213
47037,TN,4,23178,1410300270
47037,TN,5,11229,964062955
47037,TN,6,11102,1479497981
47037,TN,7,4470,2783997549
47037,TN,8,0,0
47039,TN,1,64,223457
47039,TN,2,94,1602768
47039,TN,3,94,3496670
47039,TN,4,56,3371472
47039,TN,5,16,1430633
47039,TN,6,19,4731725
47039,TN,7,0,0
47039,TN,8,0,0
47041,TN,1,158,572585
47041,TN,2,157,2691196
47041,TN,3,202,7218424
47041,TN,4,83,5196199
47041,TN,5,33,2844267
47041,TN,6,27,4718201
47041,TN,7,0,0
47041,TN,8,0,0
47043,TN,1,1591,6089225
47043,TN,2,1791,30696052
47043,TN,3,2186,78522105
47043,TN,4,1350,83134326
47043,TN,5,783,67426012
47043,TN,6,609,80479021
47043,TN,7,82,35941496
47043,TN,8,0,0
47045,TN,1,2980,11772925
47045,TN,2,3781,64606213
47045,TN,3,3330,117963262
47045,TN,4,1553,95486922
47045,TN,5,825,70843278
47045,TN,6,688,89901290
47045,TN,7,176,79122733
47045,TN,8,0,0
47047,TN,1,1108,4043761
47047,TN,2,1672,28870724
47047,TN,3,1932,70437757
47047,TN,4,1229,76369681
47047,TN,5,792,68570897
47047,TN,6,777,102821185
47047,TN,7,125,54734416
47047,TN,8,0,0
47049,TN,1,331,1062926
47049,TN,2,447,7761771
47049,TN,3,354,12611948
47049,TN,4,149,8962159
47049,TN,5,56,4980374
47049,TN,6,33,5438421
47049,TN,7,0,0
47049,TN,8,0,0
47051,TN,1,1223,4569047
47051,TN,2,1760,29878162
47051,TN,3,1553,55610806
47051,TN,4,892,54579913
47051,TN,5,420,36125267
47051,TN,6,305,39787332
47051,TN,7,34,10061313
47051,TN,8,0,0
47053,TN,1,3602,13739410
47053,TN,2,4798,82969483
47053,TN,3,4533,161975090
47053,TN,4,2368,145019748
47053,TN,5,1123,96084242
47053,TN,6,759,96085202
47053,TN,7,129,44279137
47053,TN,8,0,0
47055,TN,1,333,1151147
47055,TN,2,452,7784323
47055,TN,3,448,16202395
47055,TN,4,248,14965281
47055,TN,5,134,11356375
47055,TN,6,95,13744468
47055,TN,7,0,0
47055,TN,8,0,0
47057,TN,1,1252,4995888
47057,TN,2,1724,30020036
47057,TN,3,1559,55796878
47057,TN,4,839,51077746
47057,TN,5,336,28732044
47057,TN,6,165,21012669
47057,TN,7,34,14407398
47057,TN,8,0,0
47059,TN,1,3471,13463367
47059,TN,2,4967,86310691
47059,TN,3,4554,161487550
47059,TN,4,2080,127323709
47059,TN,5,900,76794465
47059,TN,6,613,79971856
47059,TN,7,117,56797910
47059,TN,8,0,0
47061,TN,1,617,2492955
47061,TN,2,786,13137500
47061,TN,3,651,22942543
47061,TN,4,270,16206625
47061,TN,5,123,11138340
47061,TN,6,27,3688304
47061,TN,7,0,0
47061,TN,8,0,0
47063,TN,1,3093,12801449
47063,TN,2,4477,77170409
47063,TN,3,3991,142581786
47063,TN,4,2002,122863854
47063,TN,5,1075,92501384
47063,TN,6,855,110260773
47063,TN,7,238,99455335
47063,TN,8,0,0
47065,TN,1,26831,110615191
47065,TN,2,34911,601653178
47065,TN,3,33175,1183576705
47065,TN,4,16552,1015466365
47065,TN,5,9644,830995290
47065,TN,6,9990,1328080962
47065,TN,7,2810,1395189451
47065,TN,8,0,0
47067,TN,1,1436,5843457
47067,TN,2,1896,32633123
47067,TN,3,1646,58783692
47067,TN,4,831,50615009
47067,TN,5,360,30929391
47067,TN,6,221,27671763
47067,TN,7,57,34522036
47067,TN,8,0,0
47069,TN,1,2590,10407797
47069,TN,2,3823,66765053
47069,TN,3,3780,133233214
47069,TN,4,1600,98019879
47069,TN,5,774,66506113
47069,TN,6,500,65928350
47069,TN,7,48,19064455
47069,TN,8,0,0
47071,TN,1,1850,6896289
47071,TN,2,2450,41600789
47071,TN,3,1983,70701821
47071,TN,4,984,60536772
47071,TN,5,505,43663464
47071,TN,6,442,56404581
47071,TN,7,101,36238410
47071,TN,8,0,0
47073,TN,1,5362,22628362
47073,TN,2,7405,127123488
47073,TN,3,6889,248123020
47073,TN,4,3678,225145838
47073,TN,5,1675,143502390
47073,TN,6,944,124421958
47073,TN,7,136,57909451
47073,TN,8,0,0
47075,TN,1,2592,9854241
47075,TN,2,3953,67917002
47075,TN,3,3684,129062842
47075,TN,4,1347,82835099
47075,TN,5,685,59041308
47075,TN,6,596,80513904
47075,TN,7,100,39817350
47075,TN,8,0,0
47077,TN,1,2260,7707769
47077,TN,2,2970,50897755
47077,TN,3,2919,103895719
47077,TN,4,1373,84238755
47077,TN,5,629,54767929
47077,TN,6,370,53844143
47077,TN,7,26,7980167
47077,TN,8,0,0
47079,TN,1,1016,3100669
47079,TN,2,1335,22878452
47079,TN,3,1297,46351646
47079,TN,4,655,40047084
47079,TN,5,271,23513686
47079,TN,6,200,25630583
47079,TN,7,27,9411451
47079,TN,8,0,0
47081,TN,1,3077,12237525
47081,TN,2,3991,68216102
47081,TN,3,3887,139290236
47081,TN,4,1902,116528852
47081,TN,5,986,84581702
47081,TN,6,708,90904002
47081,TN,7,116,43752433
47081,TN,8,0,0
47083,TN,1,138,442896
47083,TN,2,145,2470445
47083,TN,3,168,6042283
47083,TN,4,82,5039569
47083,TN,5,41,3547113
47083,TN,6,26,3783419
47083,TN,7,0,0
47083,TN,8,0,0
47085,TN,1,1696,5512905
47085,TN,2,2177,37074246
47085,TN,3,2002,72403054
47085,TN,4,1130,69851639
47085,TN,5,636,54540602
47085,TN,6,472,61982921
47085,TN,7,57,23760412
47085,TN,8,0,0
47087,TN,1,595,2564367
47087,TN,2,814,13683427
47087,TN,3,625,22339903
47087,TN,4,289,17687196
47087,TN,5,125,10757109
47087,TN,6,68,8804041
47087,TN,7,12,3622109
47087,TN,8,0,0
47089,TN,1,6250,27155354
47089,TN,2,8401,143799033
47089,TN,3,7203,258815231
47089,TN,4,3393,207653615
47089,TN,5,1537,131592101
47089,TN,6,1009,128691769
47089,TN,7,204,76584718
47089,TN,8,0,0
47091,TN,1,1641,5354254
47091,TN,2,2156,37341766
47091,TN,3,1827,64527790
47091,TN,4,832,50314213
47091,TN,5,312,26539970
47091,TN,6,220,32983667
47091,TN,7,23,8769257
47091,TN,8,0,0
47093,TN,1,27190,112424955
47093,TN,2,35052,605821639
47093,TN,3,34676,1244422602
47093,TN,4,18841,1156859129
47093,TN,5,10756,927702650
47093,TN,6,10690,1404124709
47093,TN,7,2827,1511393278
47093,TN,8,0,0
47095,TN,1,315,1383391
47095,TN,2,445,7588834
47095,TN,3,319,11142137
47095,TN,4,146,8844475
47095,TN,5,60,5132712
47095,TN,6,50,7720205
47095,TN,7,0,0
47095,TN,8,0,0
47097,TN,1,2277,9233226
47097,TN,2,3286,57867534
47097,TN,3,3041,105641090
47097,TN,4,1167,71234627
47097,TN,5,557,47579216
47097,TN,6,344,43703974
47097,TN,7,57,20835388
47097,TN,8,0,0
47099,TN,1,1263,4815202
47099,TN,2,1795,30313400
47099,TN,3,1740,62570153
47099,TN,4,872,53209304
47099,TN,5,404,34786077
47099,TN,6,235,32725417
47099,TN,7,15,5157172
47099,TN,8,0,0
47101,TN,1,960,3947562
47101,TN,2,1271,21509174
47101,TN,3,1034,37128279
47101,TN,4,488,29715284
47101,TN,5,238,20415416
47101,TN,6,120,15592168
47101,TN,7,18,7245422
47101,TN,8,0,0
47103,TN,1,2740,9996065
47103,TN,2,3549,60624670
47103,TN,3,3473,124375896
47103,TN,4,1802,109901385
47103,TN,5,833,71581180
47103,TN,6,690,92238685
47103,TN,7,83,31674881
47103,TN,8,0,0
47105,TN,1,6388,17984663
47105,TN,2,4789,81797918
47105,TN,3,5438,200745329
47105,TN,4,4477,278252312
47105,TN,5,3732,325255709
47105,TN,6,6696,921819057
47105,TN,7,2705,1232394680
47105,TN,8,0,0
47107,TN,1,3302,13150497
47107,TN,2,4017,68203010
47107,TN,3,3859,138431703
47107,TN,4,2165,132953974
47107,TN,5,1133,97264083
47107,TN,6,871,112259467
47107,TN,7,166,62188413
47107,TN,8,0,0
47109,TN,1,2724,10580967
47109,TN,2,3732,63977432
47109,TN,3,3316,118987890
47109,TN,4,1785,108442441
47109,TN,5,786,67261811
47109,TN,6,485,63952962
47109,TN,7,34,13453119
47109,TN,8,0,0
47111,TN,1,1898,6801373
47111,TN,2,2465,41824347
47111,TN,3,2210,79447711
47111,TN,4,1028,62549412
47111,TN,5,429,36922859
47111,TN,6,216,31904311
47111,TN,7,28,10345422
47111,TN,8,0,0
47113,TN,1,12956,54805199
47113,TN,2,16523,282194763
47113,TN,3,15698,559488215
47113,TN,4,7614,467910666
47113,TN,5,4300,370443244
47113,TN,6,3775,496827247
47113,TN,7,1056,475621412
47113,TN,8,0,0
47115,TN,1,4278,16081532
47115,TN,2,5333,92058670
47115,TN,3,5288,189939763
47115,TN,4,2654,162606852
47115,TN,5,1410,121653334
47115,TN,6,1433,193058127
47115,TN,7,623,292323314
47115,TN,8,0,0
47117,TN,1,820,2680051
47117,TN,2,1000,17225895
47117,TN,3,1127,41157067
47117,TN,4,781,47807133
47117,TN,5,344,29303291
47117,TN,6,244,30918643
47117,TN,7,41,13924331
47117,TN,8,0,0
47119,TN,1,4243,15524032
47119,TN,2,5575,96055540
47119,TN,3,5496,196894277
47119,TN,4,2918,179149640
47119,TN,5,1443,123511827
47119,TN,6,1094,143851055
47119,TN,7,145,52387147
47119,TN,8,0,0
47121,TN,1,1677,6170612
47121,TN,2,2109,36467480
47121,TN,3,2147,77232881
47121,TN,4,1205,73774888
47121,TN,5,613,52361879
47121,TN,6,395,53156897
47121,TN,7,37,12649411
47121,TN,8,0,0
47123,TN,1,4758,18100104
47123,TN,2,6171,106276898
47123,TN,3,6368,228932279
47123,TN,4,3625,223057208
47123,TN,5,1864,160127496
47123,TN,6,1420,183763474
47123,TN,7,296,134258652
47123,TN,8,0,0
47125,KY,1,19919,80262975
47125,KY,2,21297,366120382
47125,KY,3,22157,796322731
47125,KY,4,11041,675091528
47125,KY,5,5884,505390508
47125,KY,6,4188,541544869
47125,KY,7,733,302118177
47125,KY,8,0,0
47127,TN,1,6795,24892951
47127,TN,2,8581,147388798
47127,TN,3,8086,289439752
47127,TN,4,4688,288336581
47127,TN,5,2618,225725148
47127,TN,6,2367,310710311
47127,TN,7,465,177846697
47127,TN,8,0,0
47129,TN,1,946,4045174
47129,TN,2,1301,22574358
47129,TN,3,1296,46663460
47129,TN,4,687,42059427
47129,TN,5,289,24837650
47129,TN,6,177,26661451
47129,TN,7,0,0
47129,TN,8,0,0
47131,TN,1,1293,4739739
47131,TN,2,1796,31242115
47131,TN,3,1709,60810313
47131,TN,4,846,51898758
47131,TN,5,404,34711288
47131,TN,6,257,35446218
47131,TN,7,29,11712143
47131,TN,8,0,0
47133,TN,1,1923,7849555
47133,TN,2,2545,43356946
47133,TN,3,2089,74932448
47133,TN,4,972,58886731
47133,TN,5,367,31399161
47133,TN,6,263,34646836
47133,TN,7,47,21888431
47133,TN,8,0,0
47135,TN,1,854,3127782
47135,TN,2,1101,18990563
47135,TN,3,1029,36791636
47135,TN,4,532,32310507
47135,TN,5,220,18721265
47135,TN,6,177,22962329
47135,TN,7,18,6906258
47135,TN,8,0,0
47137,TN,1,1696,5786064
47137,TN,2,2435,41399312
47137,TN,3,1781,63610673
47137,TN,4,814,49780422
47137,TN,5,321,27417606
47137,TN,6,208,28299715
47137,TN,7,56,28769290
47137,TN,8,0,0
47139,TN,1,5101,20273683
47139,TN,2,6860,117791006
47139,TN,3,6897,247269661
47139,TN,4,3652,223349769
47139,TN,5,1671,143327001
47139,TN,6,1180,152995805
47139,TN,7,109,40813558
47139,TN,8,0,0
47141,TN,1,5165,20535309
47141,TN,2,6770,116177627
47141,TN,3,5327,189839254
47141,TN,4,2602,159583224
47141,TN,5,1247,107163302
47141,TN,6,1124,149301957
47141,TN,7,414,212095651
47141,TN,8,0,0
47143,TN,1,2825,10539169
47143,TN,2,3853,66710820
47143,TN,3,3813,136680677
47143,TN,4,1896,115881706
47143,TN,5,881,75400019
47143,TN,6,710,92295923
47143,TN,7,101,39023392
47143,TN,8,0,0
47145,TN,1,11922,47339989
47145,TN,2,15426,264619324
47145,TN,3,14771,533037372
47145,TN,4,8804,540982348
47145,TN,5,5349,461931460
47145,TN,6,5395,707443375
47145,TN,7,1027,378399253
47145,TN,8,0,0
47147,TN,1,4453,15101101
47147,TN,2,5375,92849496
47147,TN,3,6441,229322352
47147,TN,4,3697,228122395
47147,TN,5,2162,185932593
47147,TN,6,1813,232983719
47147,TN,7,287,92452405
47147,TN,8,0,0
47149,TN,1,23018,93649584
47149,TN,2,29071,503314690
47149,TN,3,33670,1213605924
47149,TN,4,19297,1186028687
47149,TN,5,11122,957097014
47149,TN,6,9801,1277979505
47149,TN,7,1628,645826129
47149,TN,8,0,0
47151,TN,1,2138,8419365
47151,TN,2,3119,53834617
47151,TN,3,2695,96303383
47151,TN,4,1112,68033767
47151,TN,5,454,39594929
47151,TN,6,287,40648225
47151,TN,7,23,6431829
47151,TN,8,0,0
47153,TN,1,5290,19645404
47153,TN,2,6116,104897683
47153,TN,3,6483,235469890
47153,TN,4,4104,253731356
47153,TN,5,2560,221783599
47153,TN,6,2870,381305322
47153,TN,7,939,424305583
47153,TN,8,0,0
47155,TN,1,16404,60547922
47155,TN,2,22190,379541776
47155,TN,3,18819,673766146
47155,TN,4,9575,586453408
47155,TN,5,4863,417055815
