,FIPS,agi_stub,N1,MARS1,MARS2,MARS4,NUMDEP,A00100,A02650,total_people,agi_per_person,State,County,"Population Estimate, 2013",PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS13,FOODINSEC_13_15,VLFOODSEC_13_15
16851,53021,4,2710.0,340.0,2180.0,140.0,3310.0,234800.0,237113.0,8010.0,29.313358302122346,WA,Franklin,2248.0,7.1,30.1,12.9,4.8
16852,53021,5,2820.0,180.0,2560.0,70.0,3010.0,367567.0,372075.0,8310.0,44.231889290012035,WA,Franklin,2248.0,7.1,30.1,12.9,4.8
16853,53021,6,440.0,40.0,370.0,0.0,400.0,264572.0,276377.0,1180.0,224.2135593220339,WA,Franklin,2248.0,7.1,30.1,12.9,4.8
16854,53023,1,600.0,370.0,120.0,90.0,250.0,7753.0,7957.0,860.0,9.015116279069767,WA,Garfield,91772.0,14.4,33.1,12.9,4.8
16855,53023,2,370.0,180.0,140.0,50.0,210.0,13529.0,13740.0,670.0,20.192537313432837,WA,Garfield,91772.0,14.4,33.1,12.9,4.8
16856,53023,3,240.0,60.0,160.0,30.0,150.0,15009.0,15222.0,530.0,28.318867924528302,WA,Garfield,91772.0,14.4,33.1,12.9,4.8
16857,53023,4,160.0,30.0,130.0,0.0,90.0,13900.0,14090.0,380.0,36.578947368421055,WA,Garfield,91772.0,14.4,33.1,12.9,4.8
16858,53023,5,140.0,20.0,120.0,0.0,90.0,17392.0,17747.0,350.0,49.691428571428574,WA,Garfield,91772.0,14.4,33.1,12.9,4.8
16859,53023,6,30.0,0.0,20.0,0.0,0.0,7213.0,7575.0,40.0,180.325,WA,Garfield,91772.0,14.4,33.1,12.9,4.8
16860,53025,1,14480.0,8260.0,1880.0,4130.0,11870.0,191316.0,193398.0,23890.0,8.008204269568857,WA,Grant,70989.0,9.0,34.3,12.9,4.8
16861,53025,2,9840.0,3060.0,4010.0,2800.0,15760.0,354780.0,357887.0,26840.0,13.21833084947839,WA,Grant,70989.0,9.0,34.3,12.9,4.8
16862,53025,3,4530.0,1060.0,2980.0,370.0,5690.0,278690.0,282104.0,12710.0,21.926829268292682,WA,Grant,70989.0,9.0,34.3,12.9,4.8
16863,53025,4,2580.0,360.0,2110.0,80.0,2640.0,221530.0,224293.0,7220.0,30.682825484764543,WA,Grant,70989.0,9.0,34.3,12.9,4.8
16864,53025,5,2650.0,220.0,2290.0,40.0,2480.0,356735.0,362419.0,7280.0,49.00206043956044,WA,Grant,70989.0,9.0,34.3,12.9,4.8
16865,53025,6,490.0,50.0,400.0,0.0,380.0,194576.0,202422.0,1230.0,158.19186991869918,WA,Grant,70989.0,9.0,34.3,12.9,4.8
16866,53027,1,10600.0,6520.0,1980.0,2040.0,5250.0,132967.0,134815.0,15730.0,8.453083280356008,WA,Grays Harbor,78593.0,11.6,36.9,12.9,4.8
16867,53027,2,6520.0,2920.0,2270.0,1190.0,4680.0,237084.0,239728.0,12140.0,19.529159802306424,WA,Grays Harbor,78593.0,11.6,36.9,12.9,4.8
16868,53027,3,3990.0,1180.0,2420.0,400.0,2770.0,245800.0,248846.0,8790.0,27.963594994311716,WA,Grays Harbor,78593.0,11.6,36.9,12.9,4.8
16869,53027,4,2400.0,350.0,1930.0,60.0,1700.0,208001.0,210280.0,5910.0,35.19475465313029,WA,Grays Harbor,78593.0,11.6,36.9,12.9,4.8
16870,53027,5,2240.0,210.0,1980.0,20.0,1760.0,292280.0,296362.0,5930.0,49.288364249578414,WA,Grays Harbor,78593.0,11.6,36.9,12.9,4.8
16871,53027,6,300.0,0.0,250.0,0.0,220.0,103649.0,106919.0,720.0,143.95694444444445,WA,Grays Harbor,78593.0,11.6,36.9,12.9,4.8
16872,53029,1,9400.0,6530.0,1670.0,940.0,2800.0,120626.0,124096.0,12670.0,9.520599842146803,WA,Island,30052.0,9.4,27.4,12.9,4.8
16873,53029,2,7520.0,3310.0,3280.0,760.0,4550.0,271753.0,276353.0,14420.0,18.845561719833565,WA,Island,30052.0,9.4,27.4,12.9,4.8
16874,53029,3,4580.0,1310.0,2970.0,300.0,2980.0,282372.0,286556.0,10230.0,27.602346041055718,WA,Island,30052.0,9.4,27.4,12.9,4.8
16875,53029,4,3210.0,560.0,2530.0,100.0,2080.0,277602.0,281592.0,7700.0,36.052207792207795,WA,Island,30052.0,9.4,27.4,12.9,4.8
16876,53029,5,3860.0,500.0,3350.0,30.0,2300.0,507615.0,516183.0,9500.0,53.433157894736844,WA,Island,30052.0,9.4,27.4,12.9,4.8
16877,53029,6,850.0,20.0,730.0,0.0,380.0,338112.0,344625.0,1860.0,181.78064516129032,WA,Island,30052.0,9.4,27.4,12.9,4.8
16878,53031,1,10120.0,6870.0,2090.0,1050.0,2620.0,125744.0,129591.0,13670.0,9.198536942209218,WA,Jefferson,2045874.0,11.2,24.5,12.9,4.8
16879,53031,2,6390.0,3170.0,2540.0,600.0,2500.0,232746.0,237637.0,10750.0,21.65079069767442,WA,Jefferson,2045874.0,11.2,24.5,12.9,4.8
16880,53031,3,4350.0,1570.0,2560.0,210.0,1830.0,268371.0,273037.0,8520.0,31.498943661971833,WA,Jefferson,2045874.0,11.2,24.5,12.9,4.8
16881,53031,4,2920.0,570.0,2250.0,30.0,1000.0,252205.0,255841.0,6070.0,41.5494233937397,WA,Jefferson,2045874.0,11.2,24.5,12.9,4.8
16882,53031,5,3440.0,430.0,2960.0,40.0,1340.0,462211.0,469189.0,7690.0,60.10546163849155,WA,Jefferson,2045874.0,11.2,24.5,12.9,4.8
16883,53031,6,780.0,80.0,650.0,0.0,230.0,304812.0,310769.0,1610.0,189.32422360248447,WA,Jefferson,2045874.0,11.2,24.5,12.9,4.8
16884,53033,1,261890.0,202150.0,25300.0,31340.0,85880.0,3218842.0,3302897.0,338630.0,9.505483861441691,WA,King,253114.0,6.8,22.2,12.9,4.8
16885,53033,2,206690.0,132870.0,40270.0,29740.0,107200.0,7567069.0,7687898.0,320610.0,23.60209912354574,WA,King,253114.0,6.8,22.2,12.9,4.8
16886,53033,3,130830.0,71250.0,45330.0,12020.0,64770.0,8070588.0,8190560.0,226680.0,35.60344097406035,WA,King,253114.0,6.8,22.2,12.9,4.8
16887,53033,4,89890.0,34560.0,48520.0,5760.0,50840.0,7800768.0,7905825.0,182440.0,42.75799166849375,WA,King,253114.0,6.8,22.2,12.9,4.8
16888,53033,5,162970.0,37240.0,118560.0,6430.0,121610.0,22488853.0,22778812.0,395970.0,56.79433542945173,WA,King,253114.0,6.8,22.2,12.9,4.8
16889,53033,6,76180.0,8570.0,65180.0,1520.0,81470.0,36218627.0,36731747.0,220400.0,164.33133847549908,WA,King,253114.0,6.8,22.2,12.9,4.8
16890,53035,1,33210.0,24630.0,4170.0,3850.0,10140.0,415112.0,423549.0,43110.0,9.62913477151473,WA,Kitsap,41853.0,8.7,29.6,12.9,4.8
16891,53035,2,24650.0,12320.0,8370.0,3500.0,13910.0,905135.0,917957.0,42970.0,21.064347218989994,WA,Kitsap,41853.0,8.7,29.6,12.9,4.8
16892,53035,3,17830.0,6110.0,9960.0,1540.0,11810.0,1100382.0,1113987.0,37840.0,29.079862579281183,WA,Kitsap,41853.0,8.7,29.6,12.9,4.8
16893,53035,4,12640.0,2330.0,9590.0,620.0,9520.0,1096165.0,1109175.0,31030.0,35.325974863035775,WA,Kitsap,41853.0,8.7,29.6,12.9,4.8
16894,53035,5,16290.0,1480.0,14490.0,350.0,13660.0,2155791.0,2184716.0,44120.0,48.86199002719855,WA,Kitsap,41853.0,8.7,29.6,12.9,4.8
16895,53035,6,3750.0,210.0,3310.0,40.0,3480.0,1553980.0,1588041.0,10310.0,150.725509214355,WA,Kitsap,41853.0,8.7,29.6,12.9,4.8
16896,53037,1,11740.0,7850.0,1550.0,2220.0,7120.0,146862.0,149271.0,18070.0,8.127393469839513,WA,Kittitas,20855.0,7.9,28.9,12.9,4.8
16897,53037,2,6220.0,2610.0,2480.0,1090.0,6580.0,222173.0,225111.0,14150.0,15.701272084805654,WA,Kittitas,20855.0,7.9,28.9,12.9,4.8
16898,53037,3,3200.0,860.0,2090.0,220.0,2780.0,197686.0,200743.0,7820.0,25.279539641943735,WA,Kittitas,20855.0,7.9,28.9,12.9,4.8
16899,53037,4,2060.0,320.0,1660.0,80.0,1680.0,178830.0,181013.0,5320.0,33.61466165413534,WA,Kittitas,20855.0,7.9,28.9,12.9,4.8
16900,53037,5,2270.0,210.0,2040.0,20.0,1910.0,296848.0,302216.0,6200.0,47.87870967741935,WA,Kittitas,20855.0,7.9,28.9,12.9,4.8
16901,53037,6,470.0,20.0,420.0,0.0,390.0,241818.0,249884.0,1250.0,193.4544,WA,Kittitas,20855.0,7.9,28.9,12.9,4.8
16902,53039,1,4080.0,2400.0,780.0,790.0,2400.0,51866.0,53255.0,6360.0,8.15503144654088,WA,Klickitat,75126.0,10.3,27.5,12.9,4.8
16903,53039,2,2690.0,1060.0,1200.0,590.0,2820.0,97109.0,98646.0,6280.0,15.463216560509554,WA,Klickitat,75126.0,10.3,27.5,12.9,4.8
16904,53039,3,1560.0,330.0,1020.0,90.0,1290.0,97700.0,99103.0,3660.0,26.693989071038253,WA,Klickitat,75126.0,10.3,27.5,12.9,4.8
16905,53039,4,860.0,170.0,730.0,0.0,580.0,75631.0,76835.0,2210.0,34.222171945701355,WA,Klickitat,75126.0,10.3,27.5,12.9,4.8
16906,53039,5,980.0,100.0,840.0,0.0,700.0,152467.0,156467.0,2480.0,61.47862903225806,WA,Klickitat,75126.0,10.3,27.5,12.9,4.8
16907,53039,6,190.0,0.0,170.0,0.0,150.0,79536.0,81545.0,490.0,162.31836734693877,WA,Klickitat,75126.0,10.3,27.5,12.9,4.8
16908,53041,1,7850.0,4870.0,1680.0,1290.0,3430.0,97689.0,99701.0,11660.0,8.378130360205832,WA,Lewis,10281.0,9.5,32.8,12.9,4.8
16909,53041,2,5370.0,2260.0,2250.0,900.0,3870.0,196526.0,198876.0,10630.0,18.487864534336783,WA,Lewis,10281.0,9.5,32.8,12.9,4.8
16910,53041,3,3400.0,880.0,2170.0,280.0,2600.0,210871.0,212926.0,7820.0,26.965601023017904,WA,Lewis,10281.0,9.5,32.8,12.9,4.8
16911,53041,4,2220.0,280.0,1850.0,40.0,1950.0,192506.0,194393.0,5930.0,32.46306913996627,WA,Lewis,10281.0,9.5,32.8,12.9,4.8
16912,53041,5,2040.0,90.0,1840.0,20.0,1570.0,276510.0,279825.0,5340.0,51.78089887640449,WA,Lewis,10281.0,9.5,32.8,12.9,4.8
16913,53041,6,190.0,0.0,150.0,0.0,130.0,82519.0,84724.0,430.0,191.90465116279069,WA,Lewis,10281.0,9.5,32.8,12.9,4.8
16914,53043,1,1440.0,970.0,260.0,140.0,460.0,17094.0,17483.0,1950.0,8.766153846153847,WA,Lincoln,60563.0,10.4,31.2,12.9,4.8
16915,53043,2,950.0,410.0,490.0,120.0,550.0,34341.0,34863.0,1940.0,17.701546391752576,WA,Lincoln,60563.0,10.4,31.2,12.9,4.8
16916,53043,3,760.0,210.0,440.0,20.0,540.0,46619.0,47183.0,1630.0,28.600613496932514,WA,Lincoln,60563.0,10.4,31.2,12.9,4.8
16917,53043,4,470.0,70.0,390.0,0.0,380.0,39394.0,39947.0,1230.0,32.02764227642277,WA,Lincoln,60563.0,10.4,31.2,12.9,4.8
16918,53043,5,540.0,0.0,500.0,0.0,460.0,75647.0,77078.0,1460.0,51.81301369863014,WA,Lincoln,60563.0,10.4,31.2,12.9,4.8
16919,53043,6,50.0,0.0,50.0,0.0,60.0,19090.0,19659.0,160.0,119.3125,WA,Lincoln,60563.0,10.4,31.2,12.9,4.8
16920,53045,1,17030.0,12030.0,2430.0,2330.0,6360.0,214470.0,218308.0,23250.0,9.224516129032258,WA,Mason,41106.0,11.1,30.5,12.9,4.8
16921,53045,2,11700.0,5840.0,3960.0,1760.0,6770.0,426779.0,431795.0,20530.0,20.788066244520213,WA,Mason,41106.0,11.1,30.5,12.9,4.8
16922,53045,3,7460.0,2630.0,4110.0,650.0,4500.0,459920.0,464844.0,15350.0,29.962214983713356,WA,Mason,41106.0,11.1,30.5,12.9,4.8
16923,53045,4,4990.0,1010.0,3740.0,230.0,3120.0,430572.0,435074.0,11610.0,37.086304909560724,WA,Mason,41106.0,11.1,30.5,12.9,4.8
16924,53045,5,5580.0,480.0,4900.0,130.0,3750.0,738319.0,747410.0,14030.0,52.62430506058446,WA,Mason,41106.0,11.1,30.5,12.9,4.8
16925,53045,6,1050.0,80.0,920.0,0.0,730.0,388164.0,397403.0,2650.0,146.47698113207548,WA,Mason,41106.0,11.1,30.5,12.9,4.8
16926,53047,1,8260.0,4420.0,1550.0,2230.0,5910.0,103779.0,105831.0,13430.0,7.727401340282949,WA,Okanogan,20445.0,10.5,28.0,12.9,4.8
16927,53047,2,4530.0,1710.0,1950.0,910.0,3940.0,161638.0,164368.0,9550.0,16.92544502617801,WA,Okanogan,20445.0,10.5,28.0,12.9,4.8
16928,53047,3,2310.0,560.0,1570.0,170.0,1740.0,143373.0,146522.0,5440.0,26.35533088235294,WA,Okanogan,20445.0,10.5,28.0,12.9,4.8
16929,53047,4,1250.0,240.0,1050.0,0.0,910.0,107604.0,109755.0,3250.0,33.10892307692308,WA,Okanogan,20445.0,10.5,28.0,12.9,4.8
16930,53047,5,1170.0,40.0,1020.0,0.0,830.0,165806.0,170313.0,2910.0,56.978006872852234,WA,Okanogan,20445.0,10.5,28.0,12.9,4.8
16931,53047,6,140.0,0.0,100.0,0.0,60.0,50761.0,52416.0,260.0,195.23461538461538,WA,Okanogan,20445.0,10.5,28.0,12.9,4.8
16932,53049,1,3430.0,2190.0,720.0,480.0,1300.0,43984.0,44734.0,4930.0,8.921703853955375,WA,Pacific,12892.0,12.6,31.6,12.9,4.8
16933,53049,2,2130.0,880.0,920.0,360.0,1500.0,77176.0,78217.0,4220.0,18.288151658767774,WA,Pacific,12892.0,12.6,31.6,12.9,4.8
16934,53049,3,1190.0,370.0,730.0,120.0,780.0,72313.0,73164.0,2610.0,27.706130268199235,WA,Pacific,12892.0,12.6,31.6,12.9,4.8
16935,53049,4,760.0,110.0,640.0,0.0,530.0,66216.0,67301.0,1920.0,34.4875,WA,Pacific,12892.0,12.6,31.6,12.9,4.8
16936,53049,5,690.0,40.0,570.0,0.0,540.0,98406.0,100224.0,1720.0,57.21279069767442,WA,Pacific,12892.0,12.6,31.6,12.9,4.8
16937,53049,6,90.0,0.0,60.0,0.0,0.0,28493.0,29080.0,120.0,237.44166666666666,WA,Pacific,12892.0,12.6,31.6,12.9,4.8
16938,53051,1,630.0,400.0,130.0,100.0,250.0,7195.0,7288.0,910.0,7.906593406593407,WA,Pend Oreille,818619.0,13.9,28.8,12.9,4.8
16939,53051,2,340.0,150.0,220.0,30.0,200.0,12537.0,12657.0,790.0,15.869620253164557,WA,Pend Oreille,818619.0,13.9,28.8,12.9,4.8
16940,53051,3,220.0,90.0,130.0,0.0,180.0,13990.0,14146.0,530.0,26.39622641509434,WA,Pend Oreille,818619.0,13.9,28.8,12.9,4.8
16941,53051,4,180.0,0.0,160.0,0.0,120.0,14470.0,14662.0,440.0,32.88636363636363,WA,Pend Oreille,818619.0,13.9,28.8,12.9,4.8
16942,53051,5,160.0,0.0,130.0,0.0,140.0,24717.0,24953.0,400.0,61.7925,WA,Pend Oreille,818619.0,13.9,28.8,12.9,4.8
16944,53053,1,134750.0,94270.0,17350.0,20960.0,57620.0,1718871.0,1745831.0,186590.0,9.212021008628543,WA,Pierce,15875.0,9.4,30.0,12.9,4.8
16945,53053,2,104390.0,52090.0,30300.0,19840.0,75580.0,3791411.0,3830604.0,188270.0,20.13815796462527,WA,Pierce,15875.0,9.4,30.0,12.9,4.8
16946,53053,3,62430.0,22850.0,31160.0,7490.0,48100.0,3844813.0,3882430.0,133270.0,28.849801155548885,WA,Pierce,15875.0,9.4,30.0,12.9,4.8
16947,53053,4,41330.0,8280.0,30040.0,2840.0,34090.0,3582183.0,3615821.0,102450.0,34.96518301610542,WA,Pierce,15875.0,9.4,30.0,12.9,4.8
16948,53053,5,53200.0,5360.0,46200.0,1620.0,48620.0,7047534.0,7116942.0,146380.0,48.14547069271759,WA,Pierce,15875.0,9.4,30.0,12.9,4.8
16949,53053,6,10320.0,670.0,9020.0,50.0,9690.0,3844292.0,3915712.0,28400.0,135.36239436619718,WA,Pierce,15875.0,9.4,30.0,12.9,4.8
16950,53055,1,2770.0,2010.0,390.0,300.0,670.0,32883.0,34534.0,3460.0,9.503757225433526,WA,San Juan,118679.0,10.2,20.7,12.9,4.8
16951,53055,2,1690.0,930.0,550.0,210.0,740.0,61156.0,63281.0,2770.0,22.07797833935018,WA,San Juan,118679.0,10.2,20.7,12.9,4.8
16952,53055,3,1050.0,370.0,580.0,80.0,500.0,64426.0,66491.0,2030.0,31.736945812807882,WA,San Juan,118679.0,10.2,20.7,12.9,4.8
16953,53055,4,700.0,170.0,520.0,30.0,360.0,61429.0,63375.0,1570.0,39.12675159235669,WA,San Juan,118679.0,10.2,20.7,12.9,4.8
16954,53055,5,930.0,160.0,760.0,0.0,350.0,125604.0,128709.0,2030.0,61.87389162561576,WA,San Juan,118679.0,10.2,20.7,12.9,4.8
16955,53055,6,430.0,60.0,330.0,0.0,150.0,274064.0,277063.0,870.0,315.016091954023,WA,San Juan,118679.0,10.2,20.7,12.9,4.8
16956,53057,1,15450.0,10420.0,2230.0,2680.0,6860.0,194301.0,198045.0,21740.0,8.937488500459981,WA,Skagit,11258.0,9.1,26.4,12.9,4.8
16957,53057,2,10840.0,5070.0,3500.0,2070.0,8740.0,391821.0,397122.0,20810.0,18.828495915425275,WA,Skagit,11258.0,9.1,26.4,12.9,4.8
16958,53057,3,6530.0,2150.0,3750.0,600.0,4800.0,401966.0,407660.0,14450.0,27.81771626297578,WA,Skagit,11258.0,9.1,26.4,12.9,4.8
16959,53057,4,4550.0,810.0,3530.0,170.0,3220.0,395567.0,401392.0,11090.0,35.6688007213706,WA,Skagit,11258.0,9.1,26.4,12.9,4.8
16960,53057,5,5670.0,600.0,4950.0,150.0,4230.0,753811.0,767044.0,14730.0,51.17522063815343,WA,Skagit,11258.0,9.1,26.4,12.9,4.8
16961,53057,6,1270.0,90.0,1130.0,0.0,870.0,577920.0,589275.0,3220.0,179.47826086956522,WA,Skagit,11258.0,9.1,26.4,12.9,4.8
16962,53059,1,3930.0,2640.0,660.0,570.0,1520.0,48468.0,49437.0,5480.0,8.844525547445256,WA,Skamania,745124.0,9.1,28.1,12.9,4.8
16963,53059,2,2640.0,1240.0,940.0,420.0,1660.0,95913.0,97135.0,4780.0,20.065481171548118,WA,Skamania,745124.0,9.1,28.1,12.9,4.8
16964,53059,3,2000.0,580.0,1210.0,180.0,1530.0,123648.0,124994.0,4530.0,27.295364238410595,WA,Skamania,745124.0,9.1,28.1,12.9,4.8
16965,53059,4,1500.0,280.0,1150.0,60.0,1270.0,129156.0,130605.0,3850.0,33.547012987012984,WA,Skamania,745124.0,9.1,28.1,12.9,4.8
16966,53059,5,1940.0,150.0,1720.0,50.0,1810.0,268970.0,272383.0,5400.0,49.80925925925926,WA,Skamania,745124.0,9.1,28.1,12.9,4.8
16967,53059,6,380.0,30.0,340.0,0.0,360.0,157990.0,160395.0,1070.0,147.65420560747663,WA,Skamania,745124.0,9.1,28.1,12.9,4.8
16968,53061,1,117490.0,89300.0,13710.0,13060.0,36970.0,1429438.0,1457284.0,153690.0,9.300787299108595,WA,Snohomish,479479.0,9.9,29.4,12.9,4.8
16969,53061,2,89820.0,50870.0,22840.0,14450.0,54610.0,3294422.0,3337574.0,151160.0,21.79427097115639,WA,Snohomish,479479.0,9.9,29.4,12.9,4.8
16970,53061,3,60880.0,25620.0,27890.0,6510.0,41490.0,3765040.0,3810782.0,122890.0,30.637480673773293,WA,Snohomish,479479.0,9.9,29.4,12.9,4.8
16971,53061,4,45310.0,11150.0,30730.0,3030.0,35030.0,3937135.0,3981419.0,107640.0,36.576876625789666,WA,Snohomish,479479.0,9.9,29.4,12.9,4.8
16972,53061,5,70170.0,8180.0,59450.0,2510.0,66420.0,9478822.0,9583140.0,193500.0,48.986160206718345,WA,Snohomish,479479.0,9.9,29.4,12.9,4.8
16973,53061,6,18100.0,1240.0,16410.0,150.0,19630.0,6858419.0,6976742.0,53690.0,127.7410877258335,WA,Snohomish,479479.0,9.9,29.4,12.9,4.8
16974,53063,1,82310.0,58130.0,11630.0,11720.0,31440.0,1034389.0,1052761.0,112830.0,9.167677036249225,WA,Spokane,43340.0,9.3,29.2,12.9,4.8
16975,53063,2,53440.0,26500.0,17970.0,8260.0,32930.0,1926655.0,1951745.0,95370.0,20.201897871448043,WA,Spokane,43340.0,9.3,29.2,12.9,4.8
16976,53063,3,30820.0,9140.0,18940.0,2490.0,22740.0,1896131.0,1919221.0,69760.0,27.180776949541283,WA,Spokane,43340.0,9.3,29.2,12.9,4.8
16977,53063,4,19830.0,2910.0,16050.0,920.0,16390.0,1715918.0,1736099.0,51400.0,33.383618677042804,WA,Spokane,43340.0,9.3,29.2,12.9,4.8
16978,53063,5,22310.0,2090.0,19740.0,390.0,20540.0,2945334.0,2987260.0,62110.0,47.42125261632587,WA,Spokane,43340.0,9.3,29.2,12.9,4.8
16979,53063,6,5470.0,330.0,4820.0,20.0,5650.0,2198136.0,2244664.0,15620.0,140.72573623559538,WA,Spokane,43340.0,9.3,29.2,12.9,4.8
16980,53065,1,7210.0,4380.0,1800.0,1000.0,3190.0,88502.0,90570.0,11170.0,7.923187108325873,WA,Stevens,262536.0,10.6,30.6,12.9,4.8
16981,53065,2,4480.0,1760.0,2230.0,560.0,3120.0,163273.0,165585.0,9340.0,17.48104925053533,WA,Stevens,262536.0,10.6,30.6,12.9,4.8
16982,53065,3,2920.0,620.0,2060.0,160.0,2180.0,180345.0,182640.0,6920.0,26.061416184971097,WA,Stevens,262536.0,10.6,30.6,12.9,4.8
16983,53065,4,1900.0,250.0,1580.0,40.0,1480.0,164544.0,166157.0,4890.0,33.649079754601225,WA,Stevens,262536.0,10.6,30.6,12.9,4.8
16984,53065,5,1880.0,90.0,1700.0,0.0,1540.0,253281.0,256880.0,5030.0,50.354075546719685,WA,Stevens,262536.0,10.6,30.6,12.9,4.8
16985,53065,6,260.0,0.0,220.0,0.0,210.0,90223.0,91969.0,650.0,138.80461538461537,WA,Stevens,262536.0,10.6,30.6,12.9,4.8
16986,53067,1,37910.0,26320.0,5220.0,5750.0,14960.0,483317.0,491654.0,51720.0,9.344876256767208,WA,Thurston,4052.0,8.8,28.1,12.9,4.8
16987,53067,2,29310.0,14160.0,9540.0,5030.0,19720.0,1068572.0,1080711.0,52960.0,20.176963746223564,WA,Thurston,4052.0,8.8,28.1,12.9,4.8
16988,53067,3,19060.0,6640.0,10210.0,1940.0,13340.0,1174756.0,1187081.0,40400.0,29.07811881188119,WA,Thurston,4052.0,8.8,28.1,12.9,4.8
16989,53067,4,12690.0,2210.0,9780.0,640.0,9630.0,1096543.0,1107750.0,31400.0,34.921751592356685,WA,Thurston,4052.0,8.8,28.1,12.9,4.8
16990,53067,5,14410.0,1260.0,12880.0,330.0,12090.0,1883003.0,1904216.0,39110.0,48.146330861672205,WA,Thurston,4052.0,8.8,28.1,12.9,4.8
16991,53067,6,2160.0,130.0,1900.0,0.0,1920.0,753867.0,774110.0,5850.0,128.86615384615385,WA,Thurston,4052.0,8.8,28.1,12.9,4.8
16992,53069,1,8920.0,5690.0,1440.0,1660.0,4400.0,111254.0,112860.0,12970.0,8.577794911333847,WA,Wahkiakum,59497.0,12.8,31.4,12.9,4.8
16993,53069,2,5280.0,2310.0,2050.0,910.0,3780.0,191620.0,193833.0,10190.0,18.80471050049068,WA,Wahkiakum,59497.0,12.8,31.4,12.9,4.8
16994,53069,3,3300.0,1080.0,1900.0,280.0,2200.0,203897.0,205764.0,7080.0,28.79901129943503,WA,Wahkiakum,59497.0,12.8,31.4,12.9,4.8
16995,53069,4,2260.0,340.0,1740.0,110.0,1650.0,196661.0,198664.0,5470.0,35.952650822669106,WA,Wahkiakum,59497.0,12.8,31.4,12.9,4.8
16996,53069,5,2260.0,230.0,1990.0,60.0,1870.0,293663.0,296866.0,6080.0,48.29983552631579,WA,Wahkiakum,59497.0,12.8,31.4,12.9,4.8
16997,53069,6,350.0,40.0,280.0,0.0,230.0,121589.0,123930.0,830.0,146.49277108433736,WA,Wahkiakum,59497.0,12.8,31.4,12.9,4.8
16998,53071,1,9350.0,6160.0,1480.0,1610.0,4340.0,117046.0,119159.0,13460.0,8.695839524517087,WA,Walla Walla,206348.0,10.4,28.0,12.9,4.8
16999,53071,2,5830.0,2470.0,2270.0,1040.0,4600.0,211328.0,214453.0,11610.0,18.202239448751076,WA,Walla Walla,206348.0,10.4,28.0,12.9,4.8
17000,53071,3,3510.0,1050.0,2160.0,290.0,2720.0,216014.0,219396.0,8090.0,26.701359703337452,WA,Walla Walla,206348.0,10.4,28.0,12.9,4.8
17001,53071,4,2290.0,300.0,1880.0,80.0,1830.0,199623.0,202733.0,5890.0,33.891850594227506,WA,Walla Walla,206348.0,10.4,28.0,12.9,4.8
17002,53071,5,2500.0,210.0,2280.0,40.0,2160.0,332083.0,338713.0,6930.0,47.91962481962482,WA,Walla Walla,206348.0,10.4,28.0,12.9,4.8
17003,53071,6,570.0,50.0,450.0,0.0,490.0,235817.0,243592.0,1440.0,163.76180555555555,WA,Walla Walla,206348.0,10.4,28.0,12.9,4.8
17004,53073,1,37600.0,28270.0,4800.0,4100.0,10790.0,460173.0,470099.0,48660.0,9.456905055487052,WA,Whatcom,46870.0,7.9,23.1,12.9,4.8
17005,53073,2,24190.0,12480.0,7810.0,3480.0,14320.0,873875.0,888609.0,42420.0,20.60054219707685,WA,Whatcom,46870.0,7.9,23.1,12.9,4.8
17006,53073,3,14820.0,4770.0,8810.0,1130.0,10490.0,914962.0,930230.0,32880.0,27.827311435523114,WA,Whatcom,46870.0,7.9,23.1,12.9,4.8
17007,53073,4,10210.0,1660.0,8050.0,370.0,8170.0,883619.0,896274.0,25930.0,34.077092171230234,WA,Whatcom,46870.0,7.9,23.1,12.9,4.8
17008,53073,5,11820.0,1180.0,10270.0,280.0,10170.0,1557006.0,1583568.0,31890.0,48.82427093132643,WA,Whatcom,46870.0,7.9,23.1,12.9,4.8
17009,53073,6,2670.0,210.0,2320.0,0.0,2340.0,1150130.0,1182029.0,7190.0,159.96244784422808,WA,Whatcom,46870.0,7.9,23.1,12.9,4.8
17010,53075,1,9730.0,7520.0,1190.0,960.0,2510.0,115171.0,117713.0,12410.0,9.280499597099114,WA,Whitman,246911.0,6.6,22.9,12.9,4.8
17011,53075,2,5370.0,2830.0,1810.0,660.0,2710.0,193039.0,196285.0,9160.0,21.074126637554585,WA,Whitman,246911.0,6.6,22.9,12.9,4.8
17012,53075,3,3290.0,1060.0,2030.0,200.0,2160.0,201320.0,204534.0,7280.0,27.653846153846153,WA,Whitman,246911.0,6.6,22.9,12.9,4.8
17013,53075,4,2240.0,280.0,1840.0,70.0,1830.0,192724.0,195635.0,5790.0,33.28566493955095,WA,Whitman,246911.0,6.6,22.9,12.9,4.8
17014,53075,5,2630.0,220.0,2340.0,30.0,2270.0,351595.0,358520.0,7170.0,49.03695955369596,WA,Whitman,246911.0,6.6,22.9,12.9,4.8
17015,53075,6,490.0,30.0,430.0,0.0,450.0,198235.0,204285.0,1340.0,147.9365671641791,WA,Whitman,246911.0,6.6,22.9,12.9,4.8
17016,53077,1,35810.0,21740.0,4880.0,8930.0,25840.0,471781.0,477557.0,57340.0,8.227781653296129,WA,Yakima,16882.0,10.2,29.6,12.9,4.8
